date,UNRATE,TB3MS,RPI,INDPRO,DPCERA3M086SBEA,S&P 500,BUSLOANS,CPIAUCSL,OILPRICEx,M2SL
1959-02-01,-0.5796727256172827,-0.25138126042200976,,,,,,,,
1959-03-01,-1.669457449777784,0.227579321093604,0.7010749762262956,1.4251160495506683,1.188947158059918,0.5538430679248492,-1.0010185428392242,-0.24883350616500963,-0.20595009990957205,-0.10058971076668151
1959-04-01,-2.2143498118580247,0.3364339987107908,0.7111313359499978,2.226868394926239,-1.152051533279022,0.32099004698778943,0.7405670905106252,0.49600853880433626,-0.07076896857029134,-0.6972625775361081
1959-05-01,-0.5796727256172876,-0.22961032489857428,0.5775195154492748,1.5024040059191102,1.6630742254057975,0.2755806983750851,1.7776969042773783,0.6194002483162186,-0.07076896857029134,0.4731542417139766
1959-06-01,-0.5796727256172827,0.815394580226406,0.06693770293532803,-0.13133760835402414,0.1533550707331521,-0.3741299012901066,2.0017943174359694,0.1215613940670196,-0.07076896857029134,0.2646308024612931
1959-07-01,0.5101119985432083,-0.01190096966420226,-0.6158398639339796,-3.1318355591352116,-1.10972628772996,0.9349405939904497,0.9677929940757162,-0.37264903564682506,-0.07076896857029134,-0.518790774230408
1959-08-01,0.5101119985432133,0.40174680528110074,-1.5653195560816149,-4.341175450147419,0.5766883228541767,-0.29278278337990526,0.6343444562160935,-0.12445581270636419,-0.07076896857029134,-0.42655290036723204
1959-09-01,1.5998967227037049,1.446751710406081,-0.36441121784111,-0.40901828629310083,1.2961241598644007,-1.246408941639384,-0.163867295610802,0.4914241222940252,-0.07076896857029134,-1.2946618459283399
1959-10-01,1.0550043606234587,0.031640901382670575,-0.2693506410415394,-1.1280166346022522,-1.727789241312581,-0.15986451643772434,-0.23029776301557472,0.36534370723082865,-0.07076896857029134,-1.7752864077642774
1959-11-01,0.5101119985432083,0.22757932109360596,0.9074359196236123,0.4529815292290564,-0.5809824338101993,-0.024937687758322332,0.18543819848556392,-1.2283566478072863,-0.07076896857029134,-1.006753348836807
1959-12-01,-2.7592421739382753,0.7500817736560941,1.4001677127768364,6.826997055265024,-0.7065316827641077,0.7303091609018474,1.1170986515529855,0.7341914592151764,-0.07076896857029134,-0.9121720737473166
1960-01-01,-0.5796727256172827,-0.29492313146888594,0.09643877082070071,2.7990368659673863,0.00033907145778228103,-0.6198293501742613,0.3139550342304199,-1.224845780902415,-0.07076896857029134,-1.2004014384507997
1960-02-01,-2.2143498118580296,-0.8391965195548108,-0.2925427998965271,-1.3226018945046045,0.2824918380952864,-1.2238078338741445,-0.22460379563537436,0.9787584574993429,-0.07076896857029134,-1.3919211760140051
1960-03-01,3.234573808944452,-1.4052408431641752,-0.1560358112337583,-1.3326292273652611,2.0308126262997845,-0.5132055812881517,-0.010335843820297196,-0.49014428451218295,-0.07076896857029134,-0.7245314827530496
1960-04-01,-1.124565087697533,-0.1642975183282624,0.14111150288021077,-1.2066765882759487,2.2489227589527587,0.2170522956740336,0.769896233134821,1.586214570645544,-0.07076896857029134,-0.8220875973266113
1960-05-01,-0.5796727256172876,0.14049557899985657,-0.05713784918282966,-0.40100481674717403,-4.158722164115143,-0.38869438419953994,0.4042584769577078,-1.2220591363633295,-0.07076896857029134,-0.8241134724359024
1960-06-01,1.5998967227037098,-1.7971176825860427,-0.3643582995414995,-1.7618888799182815,-0.546120730725024,0.8624205630472775,0.6427304686169096,0.12063924294974275,-0.07076896857029134,-0.2597490023400453
1960-07-01,0.5101119985432083,-0.3384650025157591,-0.17211877886004243,-0.6774408434976963,-0.13085683771674825,-0.8266884912752075,-0.5846975665349835,-1.2165687631478013,-0.07076896857029134,0.10936231661518937
1960-08-01,0.5101119985432083,0.009869965859234156,-0.8061687104998465,-0.4028499224732798,-0.6694302130940452,0.1924349845778857,-0.9016568673952045,1.4589578372564747,-0.07076896857029134,1.0297850669170028
1960-09-01,-0.5796727256172827,0.4017468052811016,-0.2636116779819831,-1.510234721113597,0.3496026824784204,-0.9761799440093452,-0.4803407862703917,-0.730243974390749,-0.07076896857029134,-0.19310870948261566
1960-10-01,3.234573808944447,-0.3820068735626333,0.04464337322694646,-0.4044607719038388,0.3678239945428185,-0.6833170757597572,-0.34210628281092303,1.696468145609137,-0.07076896857029134,-0.5680512570476872
1960-11-01,-0.034780363537037104,0.16226651452329408,-1.3130208113655402,-1.9473025006478557,-1.124673565134334,0.741182749991928,-0.24645346580302172,-1.3348891222068877,-0.07076896857029134,-0.2964365576862834
1960-12-01,2.6896814468642014,-0.2513812604220109,-1.3646368722507198,-2.5454622968761482,-2.72315459488523,0.5161980572820962,0.5006372738208674,-0.0008751311428687457,-0.07076896857029134,-0.2109486289710804
1961-01-01,-0.034780363537037104,-0.01190096966420226,1.1604977561516894,-0.12197208033891004,-0.05008980336721546,1.2435994082631536,-0.8936967317906078,-0.0008743966701154184,-0.07076896857029134,-0.035942983493481545
1961-02-01,1.5998967227037098,0.40174680528110074,0.22051270762266229,-0.4097144284277021,0.1509010875300234,0.9705128293785806,-0.9399150043563029,-0.36237968146434635,-0.07076896857029134,0.5869078712292416
1961-03-01,-0.034780363537037104,-0.055442840711076614,0.25918978304888635,0.45123660924139253,1.7183432245308419,0.71402364281468,-0.41062872203626494,-0.0005100371750197064,-0.07076896857029134,0.03364564229042132
1961-04-01,0.5101119985432083,-0.20783938937513655,-0.10665833300170605,2.1404142292353714,-0.41253415096947876,0.5884340248868344,-0.24393482609061592,-0.36237968146434635,-0.07076896857029134,-0.15364467059336734
