date,UNRATE,TB3MS,RPI,INDPRO,DPCERA3M086SBEA,S&P500,BUSLOANS,CPIAUCSL,OILPRICEx,M2SL
2019-12-01,3.6,1.54,17826.208,101.9421,106.584,3176.75,2357.6035,258.63,59.88,15348.0
2020-01-01,3.6,1.52,17999.946,101.3372,107.073,3278.2,2353.8701,259.127,57.52,15416.8
2020-02-01,3.5,1.52,18077.882,101.6718,106.702,3277.31,2350.6023,259.25,50.54,15467.0
2020-03-01,4.4,0.29,17829.921,97.606,99.687,2652.39,2564.3082,258.076,29.21,15993.8
2020-04-01,14.8,0.14,19985.052,84.6812,88.774,2761.98,2920.8995,256.032,16.55,17005.8
2020-05-01,13.2,0.13,19138.808,86.0108,96.162,2919.62,3035.7977,255.802,28.56,17853.4
2020-06-01,11.0,0.16,19132.418,91.6745,101.401,3104.66,2925.2981,257.042,38.31,18141.1
2020-07-01,10.2,0.13,19315.344,95.0037,102.956,3207.62,2856.1301,258.352,40.71,18298.0
2020-08-01,8.4,0.1,18687.291,95.9294,103.78,3391.71,2815.0439,259.316,42.34,18364.3
2020-09-01,7.8,0.11,18807.121,95.8914,105.071,3365.52,2759.992,259.997,39.63,18596.6
2020-10-01,6.9,0.1,18795.411,96.5256,105.391,3418.7,2698.3277,260.319,39.4,18751.3
2020-11-01,6.7,0.09,18640.614,96.9529,105.114,3548.99,2637.2822,260.911,40.94,18979.1
2020-12-01,6.7,0.09,18677.122,98.2039,105.538,3695.31,2590.6251,262.045,47.02,19133.2
2021-01-01,6.4,0.08,20562.164,98.8135,106.878,3793.75,2561.387,262.639,52.0,19359.7
2021-02-01,6.2,0.04,19073.36,95.5072,105.895,3883.43,2586.5954,263.573,59.04,19596.7
2021-03-01,6.1,0.03,22918.422,98.1929,110.454,3910.51,2586.7795,264.847,62.33,19823.4
2021-04-01,6.1,0.02,19859.6,98.3317,111.327,4141.18,2556.3543,266.625,61.72,20161.7
2021-05-01,5.8,0.02,19385.541,99.1867,111.142,4167.85,2545.6238,268.404,65.17,20430.6
2021-06-01,5.9,0.04,19316.247,99.6483,112.053,4238.49,2478.0379,270.71,71.38,20472.9
2021-07-01,5.4,0.05,19435.463,100.0668,111.876,4363.71,2450.3579,271.965,72.49,20628.2
2021-08-01,5.1,0.05,19407.737,100.0412,112.637,4454.21,2428.3734,272.752,67.73,20811.0
2021-09-01,4.7,0.04,19234.211,98.9955,112.79,4445.54,2416.6678,273.942,71.65,20979.2
2021-10-01,4.5,0.05,19258.34,100.3542,113.505,4460.71,2420.7405,276.528,81.48,21142.3
2021-11-01,4.2,0.05,19227.878,101.2684,113.734,4667.39,2434.992,278.824,79.15,21316.8
2021-12-01,3.9,0.06,19170.498,101.1948,113.307,4674.77,2473.1762,280.806,71.71,21471.0
2022-01-01,4.0,0.15,19062.795,101.2146,113.372,4573.82,2486.9777,282.542,83.22,21587.3
2022-02-01,3.8,0.33,19079.074,101.8458,113.448,4435.98,2499.0141,284.525,91.64,21685.0
2022-03-01,3.7,0.44,18998.629,102.6732,114.041,4391.27,2538.9137,287.467,108.5,21721.3
2022-04-01,3.7,0.76,19006.44,102.9024,114.632,4391.3,2565.6263,288.582,101.78,21750.0
2022-05-01,3.6,0.98,18963.136,102.9659,114.473,4040.36,2610.234,291.299,109.55,21690.7
2022-06-01,3.6,1.49,18871.331,102.8224,114.544,3898.95,2667.8607,295.072,114.84,21642.9
2022-07-01,3.5,2.23,19050.186,103.0505,114.646,3911.73,2699.2152,294.94,101.62,21641.7
2022-08-01,3.6,2.63,19115.806,103.1703,115.268,4158.56,2724.0642,295.162,93.67,21606.9
2022-09-01,3.5,3.13,19158.931,103.5326,115.348,3850.52,2747.7115,296.421,84.26,21521.1
2022-10-01,3.6,3.72,19196.543,103.4442,115.556,3726.05,2771.3432,297.979,87.55,21424.5
2022-11-01,3.6,4.15,19205.667,103.1058,115.247,3917.49,2789.375,298.708,84.37,21358.1
2022-12-01,3.5,4.25,19259.807,101.8266,115.146,3912.38,2797.9494,298.808,76.44,21219.1
2023-01-01,3.5,4.54,19295.401,102.7476,116.635,3960.66,2811.7779,300.456,78.12,21205.3
2023-02-01,3.6,4.65,19362.608,102.8003,116.562,4079.68,2806.6495,301.476,76.83,21184.5
2023-03-01,3.5,4.69,19448.229,102.8143,116.578,3968.56,2797.7127,301.643,73.28,20876.2
2023-04-01,3.4,4.92,19474.528,103.2241,116.938,4121.47,2771.123,302.858,79.45,20729.8
2023-05-01,3.6,5.14,19532.638,102.9809,116.888,4146.17,2766.4873,303.316,71.58,20801.2
2023-06-01,3.6,5.16,19553.713,102.3809,117.256,4345.37,2755.9522,304.099,70.25,20782.7
2023-07-01,3.5,5.25,19596.868,103.0722,117.816,4508.08,2754.8911,304.615,76.07,20772.1
2023-08-01,3.7,5.3,19622.827,103.0951,117.892,4457.36,2757.8377,306.138,81.39,20746.9
2023-09-01,3.8,5.32,19628.768,103.3081,118.043,4409.1,2760.7145,307.374,89.43,20720.5
2023-10-01,3.9,5.34,19689.563,102.5781,118.361,4269.4,2771.3412,307.653,85.64,20687.4
2023-11-01,3.7,5.27,19785.645,102.8868,118.783,4460.06,2763.0715,308.087,77.69,20696.8
2023-12-01,3.8,5.24,19847.006,102.6309,119.267,4685.05,2761.0691,308.735,71.9,20701.4
2024-01-01,3.7,5.22,19932.436,101.483,118.833,4815.61,2759.4039,309.794,74.15,20773.1
2024-02-01,3.9,5.24,19963.623,102.7267,119.356,5011.96,2766.6752,311.022,77.25,20861.1
2024-03-01,3.9,5.24,19992.037,102.5186,119.756,5170.57,2751.9377,312.107,81.28,20901.1
2024-04-01,3.9,5.24,20018.113,102.3568,119.974,5112.49,2749.8089,313.016,85.35,20932.7
2024-05-01,4.0,5.25,20111.997,102.9797,120.53,5235.23,2759.1703,313.14,80.02,20997.7
2024-06-01,4.1,5.24,20158.9,103.2534,120.87,5415.14,2766.0203,313.131,79.77,21065.6
2024-07-01,4.2,5.2,20164.512,102.5192,121.317,5538.0,2760.9174,313.566,81.8,21098.1
2024-08-01,4.2,5.05,20189.814,103.0196,121.482,5478.21,2767.0467,314.131,76.68,21185.3
2024-09-01,4.1,4.72,20216.213,102.5954,122.1,5621.26,2778.4346,314.851,70.24,21272.2
2024-10-01,4.1,4.51,20263.282,102.2138,122.25,5792.32,2784.8665,315.564,71.99,21323.6
2024-11-01,4.2,4.42,20316.65,101.9503,122.639,5929.92,2787.555,316.449,69.95,21424.5
2024-12-01,4.1,4.27,20338.298,103.0447,123.512,6010.91,2765.6233,317.603,70.12,21441.8
2025-01-01,4.0,4.21,20388.396,102.8805,122.767,5979.52,2665.5488,319.086,75.74,21510.9
2025-02-01,4.1,4.22,20413.875,103.8705,122.62,6038.69,2673.2699,319.775,71.53,21584.2
2025-03-01,4.2,4.2,20547.128,103.5408,123.575,5683.98,2678.0455,319.615,68.24,21656.9
2025-04-01,4.2,4.21,20698.762,103.6224,123.748,5369.5,2671.6721,320.321,63.54,21805.1
2025-05-01,4.2,4.25,20581.743,103.657,123.575,5810.92,2680.2957,320.58,62.17,21884.6
2025-06-01,4.1,4.23,20575.971,104.2115,123.894,6029.95,2687.4412,321.5,68.17,22022.1
2025-07-01,4.2,4.25,20625.729,103.8194,124.37,6296.5,2675.2026,322.132,68.39,22115.8
2025-08-01,4.3,4.12,20646.475,103.9203,124.805,6408.95,2685.2933,323.364,64.86,22195.4
