date,UNRATE,TB3MS,RPI,INDPRO,DPCERA3M086SBEA,S&P500,BUSLOANS,CPIAUCSL,OILPRICEx,M2SL
1997-11-01,4.6,5.14,10262.137,83.427,60.235,938.92,839.8971,161.7,20.17,4014.8
1997-12-01,4.7,5.16,10325.103,83.784,60.579,962.37,844.8364,161.8,18.32,4032.9
1998-01-01,4.6,5.04,10417.404,84.1564,60.525,963.36,855.3153,162.0,16.71,4056.2
1998-02-01,4.6,5.09,10490.223,84.3066,60.918,1023.74,862.0974,162.0,16.06,4088.9
1998-03-01,4.7,5.03,10555.838,84.342,61.189,1076.83,865.7996,162.0,15.02,4114.3
1998-04-01,4.3,4.95,10595.962,84.6339,61.516,1112.2,864.2988,162.2,15.44,4140.2
1998-05-01,4.4,5.0,10645.347,85.1867,61.961,1108.42,875.6518,162.6,14.86,4164.4
1998-06-01,4.5,4.98,10707.166,84.6809,62.372,1108.39,891.15,162.8,13.66,4184.1
1998-07-01,4.5,4.96,10726.5,84.3445,62.412,1156.58,897.8608,163.2,14.08,4203.8
1998-08-01,4.5,4.9,10767.064,86.0816,62.697,1074.62,904.3571,163.4,13.36,4228.7
1998-09-01,4.6,4.61,10803.967,86.0023,63.163,1020.64,912.8299,163.5,14.95,4267.7
1998-10-01,4.5,3.96,10823.508,86.591,63.376,1032.47,932.1106,163.9,14.39,4307.9
1998-11-01,4.4,4.41,10874.887,86.5115,63.548,1144.43,942.2355,164.1,12.85,4346.6
1998-12-01,4.4,4.39,10900.473,86.8615,64.067,1190.05,938.7909,164.4,11.28,4375.6
1999-01-01,4.3,4.34,10942.984,87.2205,64.013,1248.77,937.4063,164.7,12.47,4403.0
1999-02-01,4.4,4.44,10988.184,87.726,64.316,1246.58,935.6172,164.7,12.01,4425.8
1999-03-01,4.2,4.44,11000.779,87.9125,64.624,1281.66,944.2363,164.8,14.66,4432.6
1999-04-01,4.3,4.29,10969.064,88.1082,65.011,1334.76,947.1871,165.9,17.34,4461.4
1999-05-01,4.2,4.5,10994.059,88.6483,65.311,1332.07,942.0807,166.0,17.75,4486.1
1999-06-01,4.3,4.57,11033.786,88.5903,65.586,1322.55,949.8025,166.0,17.89,4508.0
1999-07-01,4.3,4.55,11061.061,89.1098,65.697,1380.99,958.6382,166.7,20.07,4535.4
1999-08-01,4.2,4.72,11111.719,89.5007,66.041,1327.49,969.3807,167.1,21.26,4552.7
1999-09-01,4.2,4.68,11105.537,89.1304,66.372,1318.17,975.6399,167.8,23.88,4568.8
1999-10-01,4.1,4.86,11171.257,90.2709,66.518,1300.01,979.0983,168.1,22.64,4592.7
1999-11-01,4.1,5.07,11247.83,90.7528,66.845,1391.0,1000.2986,168.4,24.97,4611.8
1999-12-01,4.0,5.2,11339.82,91.4784,67.645,1428.68,1000.6226,168.8,26.08,4639.3
2000-01-01,4.0,5.32,11441.669,91.4092,67.481,1425.59,1003.1482,169.3,27.18,4667.6
2000-02-01,4.1,5.55,11488.814,91.7245,68.116,1388.87,1016.2395,170.0,29.35,4680.9
2000-03-01,4.0,5.69,11520.777,92.083,68.451,1442.21,1026.2416,171.0,29.89,4711.7
2000-04-01,3.8,5.66,11582.719,92.6659,68.431,1461.36,1035.2058,170.9,25.74,4767.8
2000-05-01,4.0,5.79,11624.34,92.9347,68.688,1418.48,1051.7891,171.2,28.78,4755.7
2000-06-01,4.0,5.69,11657.461,93.0018,68.834,1461.96,1062.7574,172.2,31.83,4773.6
2000-07-01,4.0,5.96,11719.57,92.8373,68.882,1473.0,1068.6389,172.7,29.77,4791.3
2000-08-01,4.1,6.09,11783.694,92.591,69.236,1485.46,1071.8339,172.7,31.22,4819.5
2000-09-01,3.9,6.0,11794.536,92.9827,69.808,1468.05,1073.3289,173.6,33.88,4855.3
2000-10-01,3.9,6.11,11824.829,92.64,69.765,1390.14,1078.8326,173.9,33.08,4871.4
2000-11-01,3.9,6.17,11832.213,92.6604,69.829,1378.04,1080.5634,174.2,34.4,4882.8
2000-12-01,3.9,5.77,11859.86,92.3457,70.149,1330.93,1084.8969,174.6,28.46,4927.7
2001-01-01,4.2,5.15,11932.006,91.8908,70.164,1335.63,1093.6156,175.6,29.58,4978.4
2001-02-01,4.2,4.88,11960.086,91.2851,70.199,1305.75,1093.8498,176.0,29.61,5017.1
2001-03-01,4.3,4.42,12003.752,91.0585,70.141,1185.85,1092.1973,176.1,27.24,5074.9
2001-04-01,4.4,3.87,11981.996,90.7384,70.094,1189.84,1089.2749,176.4,27.41,5139.2
2001-05-01,4.3,3.62,11953.393,90.2607,70.394,1270.37,1083.9579,177.3,28.64,5137.3
2001-06-01,4.5,3.49,11940.34,89.7811,70.438,1238.71,1071.9119,177.7,27.6,5180.3
2001-07-01,4.6,3.51,11940.991,89.2352,70.588,1204.45,1063.9525,177.4,26.45,5210.2
2001-08-01,4.9,3.36,11924.877,89.157,70.989,1178.5,1055.8851,177.4,27.47,5243.9
2001-09-01,5.0,2.64,11930.997,88.6749,70.084,1044.64,1059.5265,178.1,25.88,5355.3
2001-10-01,5.3,2.16,11904.934,88.4051,71.89,1076.59,1045.2523,177.6,22.21,5344.0
2001-11-01,5.5,1.87,11910.073,87.886,71.633,1129.68,1034.2084,177.5,19.67,5387.7
2001-12-01,5.7,1.69,11929.854,87.8518,71.552,1144.93,1021.5675,177.4,19.33,5440.7
2002-01-01,5.7,1.65,11952.127,88.4634,71.667,1140.21,1011.7855,177.7,19.67,5461.1
2002-02-01,5.7,1.72,11953.58,88.4578,71.951,1100.67,1016.4296,178.0,20.74,5490.4
2002-03-01,5.7,1.79,11946.054,89.1265,71.937,1153.79,1012.0572,178.5,24.42,5502.2
2002-04-01,5.9,1.71,11960.946,89.5507,72.321,1111.93,1000.4692,179.3,26.27,5502.3
2002-05-01,5.8,1.73,11993.987,89.9348,72.041,1079.25,990.7703,179.5,27.02,5528.5
2002-06-01,5.8,1.7,12023.36,90.6736,72.283,1014.02,983.8954,179.6,25.52,5553.5
2002-07-01,5.8,1.68,11987.388,90.6436,72.762,903.59,976.6186,180.0,26.94,5596.2
2002-08-01,5.7,1.62,11987.158,90.5505,72.868,912.55,972.4442,180.5,28.38,5638.4
2002-09-01,5.7,1.63,11994.021,90.6373,72.531,867.81,966.4242,180.8,29.67,5662.5
2002-10-01,5.7,1.58,12014.38,90.3988,72.827,854.63,963.2808,181.2,28.85,5707.2
2002-11-01,5.9,1.23,12040.567,90.8947,73.035,909.93,960.7924,181.5,26.27,5758.2
2002-12-01,6.0,1.19,12067.267,90.3906,73.513,899.18,957.7599,181.8,29.42,5779.5
2003-01-01,5.8,1.17,12033.66,91.1369,73.503,895.84,950.1322,182.6,32.94,5812.3
2003-02-01,5.9,1.17,11991.075,91.2505,73.266,837.03,941.2618,183.6,35.87,5848.4
2003-03-01,5.9,1.13,12008.784,91.0006,73.687,846.63,937.7421,183.9,33.55,5868.6
2003-04-01,6.0,1.13,12058.25,90.4311,74.035,890.03,935.3311,183.2,28.25,5905.7
2003-05-01,6.1,1.07,12147.017,90.4,74.273,935.96,923.877,182.9,28.14,5965.5
2003-06-01,6.3,0.92,12186.558,90.5196,74.671,988.0,917.209,183.1,30.72,6002.4
2003-07-01,6.2,0.9,12197.554,90.9869,75.008,992.54,921.4341,183.7,30.76,6049.4
2003-08-01,6.1,0.95,12216.821,90.7933,75.672,989.53,909.5964,184.5,31.59,6107.3
2003-09-01,6.1,0.94,12234.634,91.3819,75.452,1019.44,899.9446,185.1,28.29,6079.9
2003-10-01,6.0,0.92,12281.469,91.5049,75.574,1038.73,887.2151,184.9,30.33,6070.2
2003-11-01,5.8,0.93,12352.377,92.1265,76.008,1049.9,882.0882,185.0,31.09,6075.7
2003-12-01,5.7,0.9,12356.981,92.1732,76.108,1080.64,883.655,185.5,32.15,6074.0
2004-01-01,5.7,0.88,12332.995,92.3268,76.355,1132.52,876.2356,186.3,34.27,6082.2
2004-02-01,5.6,0.93,12349.224,92.8995,76.51,1143.36,874.2774,186.7,34.74,6121.9
2004-03-01,5.8,0.94,12393.884,92.5368,76.947,1123.98,869.5143,187.1,36.76,6158.0
2004-04-01,5.6,0.94,12433.863,92.8957,76.884,1133.36,864.7337,187.4,36.69,6199.1
2004-05-01,5.6,1.02,12499.431,93.5845,77.289,1102.78,862.6995,188.2,40.28,6275.9
2004-06-01,5.6,1.27,12511.921,92.8651,76.892,1132.76,869.0455,188.9,38.02,6278.1
2004-07-01,5.5,1.33,12556.147,93.5502,77.568,1105.85,878.117,189.1,40.69,6291.3
2004-08-01,5.4,1.48,12606.222,93.6301,77.855,1088.94,882.8316,189.2,44.94,6317.9
2004-09-01,5.4,1.65,12621.706,93.7353,78.358,1117.66,886.7373,189.8,45.95,6352.3
2004-10-01,5.5,1.76,12628.422,94.5695,78.542,1117.21,889.5302,190.8,53.13,6379.9
2004-11-01,5.4,2.07,12595.005,94.8015,78.683,1168.94,897.9707,191.7,48.46,6406.5
2004-12-01,5.4,2.19,13020.595,95.5415,79.199,1199.21,906.5194,191.7,43.33,6424.7
2005-01-01,5.3,2.33,12665.162,95.8785,79.033,1181.41,921.3183,191.6,46.84,6431.0
2005-02-01,5.4,2.54,12674.095,96.5709,79.383,1199.63,931.6006,192.4,47.97,6439.1
2005-03-01,5.2,2.74,12716.359,96.4345,79.51,1194.9,945.8622,193.1,54.31,6448.4
2005-04-01,5.2,2.78,12759.492,96.6347,80.026,1164.43,958.801,193.7,53.04,6462.0
2005-05-01,5.1,2.84,12815.998,96.7251,79.917,1178.28,968.6237,193.6,49.83,6479.2
2005-06-01,5.0,2.97,12849.466,97.1483,80.62,1202.25,975.0068,193.7,56.26,6511.8
2005-07-01,5.0,3.22,12868.735,96.8397,81.199,1222.24,989.703,194.9,58.7,6543.7
2005-08-01,4.9,3.44,12891.416,97.1584,80.839,1224.27,995.5061,196.1,64.97,6576.5
2005-09-01,5.0,3.42,12850.144,95.2764,80.521,1225.92,1000.7563,198.8,65.57,6610.3
2005-10-01,5.0,3.71,12925.11,96.4411,80.738,1191.96,1014.6763,199.1,62.37,6644.1
2005-11-01,5.0,3.88,13010.071,97.5016,80.976,1237.37,1023.0361,198.1,58.3,6660.8
2005-12-01,4.9,3.89,13055.374,97.9723,81.292,1262.07,1036.3155,198.1,59.43,6688.0
2006-01-01,4.7,4.24,13214.527,98.127,81.714,1278.73,1048.677,199.3,65.51,6730.3
2006-02-01,4.8,4.43,13283.182,98.1687,81.885,1276.65,1058.2694,199.4,61.63,6754.9
2006-03-01,4.7,4.51,13340.072,98.3913,82.057,1293.74,1068.6019,199.7,62.9,6769.5
2006-04-01,4.7,4.6,13347.045,98.6826,82.203,1302.17,1085.217,200.7,69.69,6807.0
2006-05-01,4.6,4.72,13336.874,98.7074,82.341,1290.01,1103.3153,201.3,70.94,6813.9
2006-06-01,4.6,4.79,13353.303,99.0398,82.386,1253.17,1118.8134,201.8,70.96,6852.1
2006-07-01,4.7,4.95,13342.387,98.9751,82.851,1260.24,1130.7415,202.9,74.41,6893.9
2006-08-01,4.7,4.96,13329.621,99.4047,82.576,1287.15,1151.7102,203.8,73.05,6925.3
2006-09-01,4.5,4.81,13408.301,99.2246,83.088,1317.74,1150.8735,202.8,63.87,6952.6
2006-10-01,4.4,4.92,13479.95,99.1229,83.447,1363.38,1161.5392,201.9,58.88,7002.0
2006-11-01,4.5,4.94,13547.935,99.0963,83.477,1388.64,1170.5212,202.0,59.37,7037.5
2006-12-01,4.4,4.85,13627.346,100.1125,83.961,1416.42,1182.8014,203.1,62.03,7080.4
2007-01-01,4.6,4.98,13651.743,99.7546,84.127,1424.16,1192.29,203.437,54.57,7118.5
2007-02-01,4.5,5.03,13711.191,100.7166,84.106,1444.8,1204.8529,204.226,59.26,7134.6
2007-03-01,4.4,4.94,13762.811,100.8952,84.2,1406.95,1215.6537,205.288,60.56,7168.5
2007-04-01,4.5,4.87,13784.697,101.5723,84.281,1463.64,1226.6366,205.904,63.97,7241.0
2007-05-01,4.4,4.73,13791.861,101.6269,84.405,1511.14,1244.7308,206.755,63.46,7254.9
2007-06-01,4.6,4.61,13786.416,101.6547,84.409,1514.19,1263.9333,207.234,67.48,7288.1
2007-07-01,4.7,4.82,13795.953,101.4953,84.666,1520.71,1281.8644,207.603,74.18,7319.0
2007-08-01,4.6,4.2,13795.066,101.6943,85.023,1454.62,1306.9108,207.667,72.39,7395.1
2007-09-01,4.7,3.89,13813.791,101.9428,85.095,1497.12,1349.608,208.547,79.93,7413.3
2007-10-01,4.7,3.9,13796.513,101.6446,85.162,1539.66,1375.0587,209.19,86.2,7428.4
2007-11-01,4.7,3.27,13787.506,102.2167,85.34,1463.39,1394.4104,210.834,94.62,7453.8
2007-12-01,5.0,3.0,13846.539,102.2764,85.286,1479.22,1418.0137,211.445,91.73,7484.2
2008-01-01,5.0,2.75,13862.766,102.1493,85.272,1378.76,1440.7731,212.174,92.95,7517.8
2008-02-01,4.9,2.12,13877.177,101.7756,84.977,1354.87,1448.8634,212.687,95.35,7604.2
2008-03-01,5.1,1.26,13893.695,101.4508,85.189,1316.94,1470.5797,213.448,105.56,7670.3
2008-04-01,5.0,1.29,13854.44,100.7554,85.327,1370.47,1490.1961,213.942,112.57,7712.8
2008-05-01,5.4,1.73,14441.892,100.1336,85.486,1403.22,1491.5275,215.208,125.39,7725.5
2008-06-01,5.6,1.86,14094.894,99.8728,85.328,1341.25,1498.3048,217.463,133.93,7744.2
2008-07-01,5.8,1.63,13867.615,99.4194,84.917,1257.33,1512.2658,219.016,133.44,7791.5
2008-08-01,6.1,1.72,13780.34,97.8491,84.907,1281.47,1512.8682,218.69,116.61,7806.1
2008-09-01,6.1,1.13,13789.923,93.5576,84.343,1216.95,1530.4048,218.877,103.9,7872.7
2008-10-01,6.5,0.67,13883.254,94.4985,84.213,968.8,1586.9164,216.995,76.65,7975.3
2008-11-01,6.8,0.19,13982.019,93.2617,83.955,883.04,1576.3301,213.153,57.44,8027.3
2008-12-01,7.3,0.03,13891.878,90.6266,83.711,877.56,1559.194,211.398,41.02,8205.0
2009-01-01,7.8,0.13,13762.24,88.3712,84.092,865.58,1544.5985,211.933,41.74,8289.4
2009-02-01,8.3,0.3,13603.699,87.843,83.747,805.23,1532.4425,212.705,39.16,8319.6
2009-03-01,8.7,0.21,13570.847,86.4689,83.401,757.13,1511.0127,212.495,47.98,8386.7
2009-04-01,9.0,0.16,13601.477,85.7903,83.277,848.15,1491.647,212.709,49.79,8391.4
2009-05-01,9.4,0.18,13779.884,84.9436,83.353,902.41,1469.7132,213.022,59.16,8449.5
2009-06-01,9.5,0.18,13544.781,84.6746,83.376,926.12,1436.3434,214.79,69.68,8459.5
2009-07-01,9.5,0.18,13493.206,85.6853,83.654,935.82,1395.4735,214.726,64.09,8463.8
2009-08-01,9.6,0.17,13468.487,86.6393,84.406,1009.73,1362.9194,215.445,71.06,8463.3
2009-09-01,9.8,0.12,13502.606,87.3821,83.627,1044.55,1337.3367,215.861,69.46,8461.8
2009-10-01,10.0,0.07,13460.827,87.5809,83.722,1067.66,1308.1789,216.509,75.82,8488.1
2009-11-01,9.9,0.05,13494.222,87.9388,83.588,1088.07,1290.6774,217.234,78.08,8517.3
2009-12-01,9.9,0.05,13551.644,88.2404,84.099,1110.38,1265.5793,217.347,74.3,8512.5
2010-01-01,9.8,0.06,13610.249,89.1897,83.945,1123.58,1238.5212,217.488,78.22,8478.0
2010-02-01,9.8,0.11,13610.405,89.5046,84.259,1089.16,1223.367,217.281,76.42,8527.6
2010-03-01,9.9,0.15,13661.363,90.1356,84.662,1152.05,1209.7429,217.353,81.24,8523.7
2010-04-01,9.9,0.16,13776.728,90.4607,84.835,1197.32,1207.5429,217.403,84.48,8555.1
2010-05-01,9.6,0.16,13885.106,91.7014,85.046,1125.06,1196.9216,217.29,73.84,8609.3
2010-06-01,9.4,0.12,13898.726,91.9033,85.253,1083.36,1190.1483,217.199,75.35,8628.4
2010-07-01,9.4,0.16,13928.888,92.2549,85.486,1079.8,1189.0278,217.605,76.37,8639.8
2010-08-01,9.5,0.16,13980.745,92.5936,85.693,1087.28,1187.4701,217.923,76.82,8688.2
2010-09-01,9.5,0.15,13989.519,92.8533,85.774,1122.08,1185.7277,218.275,75.31,8718.9
2010-10-01,9.4,0.13,14000.339,92.6033,85.993,1171.58,1185.2038,219.035,81.9,8768.7
2010-11-01,9.8,0.14,14018.501,92.6686,86.211,1198.89,1187.5082,219.59,84.14,8789.3
2010-12-01,9.3,0.14,14104.762,93.5916,86.325,1241.53,1192.7014,220.472,89.04,8822.9
2011-01-01,9.1,0.15,14289.288,93.3889,86.422,1282.62,1195.9352,221.187,89.42,8845.2
2011-02-01,9.0,0.13,14331.186,93.0045,86.398,1321.12,1199.5471,221.898,89.58,8909.0
2011-03-01,9.0,0.1,14298.318,93.9684,86.697,1304.49,1206.4413,223.046,102.94,8967.0
2011-04-01,9.1,0.06,14275.294,93.6571,86.594,1331.51,1214.9147,224.093,110.04,9030.4
2011-05-01,9.0,0.04,14260.443,93.7723,86.494,1338.31,1229.0589,224.806,101.33,9102.7
2011-06-01,9.1,0.04,14324.383,94.0493,86.695,1287.29,1233.6241,224.806,96.29,9176.7
2011-07-01,9.0,0.04,14386.123,94.4958,86.846,1325.19,1244.3309,225.395,97.19,9338.7
2011-08-01,9.0,0.02,14378.666,95.0974,86.793,1185.31,1263.0844,226.106,86.33,9525.1
2011-09-01,9.0,0.01,14359.76,95.0244,86.936,1173.88,1269.5994,226.597,85.61,9545.3
2011-10-01,8.8,0.02,14364.71,95.6891,87.093,1207.22,1280.3982,226.75,86.41,9578.1
2011-11-01,8.6,0.01,14349.583,95.6778,86.946,1226.42,1293.2356,227.169,97.21,9629.8
2011-12-01,8.5,0.01,14479.33,96.1809,86.985,1243.32,1304.0391,227.223,98.57,9677.4
2012-01-01,8.3,0.03,14518.055,96.7595,87.321,1300.58,1321.3179,227.842,100.24,9750.5
2012-02-01,8.3,0.09,14591.389,97.0662,87.85,1352.49,1344.1778,228.329,102.25,9802.2
2012-03-01,8.2,0.08,14635.02,96.5609,87.735,1389.24,1350.492,228.807,106.19,9846.2
2012-04-01,8.2,0.08,14689.558,97.251,87.816,1386.43,1368.5956,229.187,103.33,9899.8
2012-05-01,8.2,0.09,14687.217,97.4595,87.822,1341.27,1379.0397,228.713,94.7,9943.0
2012-06-01,8.2,0.09,14680.673,97.4768,87.73,1323.48,1397.9731,228.524,82.41,10013.0
2012-07-01,8.2,0.1,14586.106,97.6714,87.914,1359.78,1413.7811,228.59,87.93,10065.7
2012-08-01,8.1,0.1,14553.669,97.2734,87.932,1403.45,1425.6215,229.918,94.16,10136.4
2012-09-01,7.8,0.11,14662.932,97.2217,88.056,1443.42,1434.331,231.015,94.72,10216.6
2012-10-01,7.8,0.1,14761.628,97.5311,88.05,1437.82,1449.5834,231.638,89.57,10282.8
2012-11-01,7.7,0.09,14962.471,97.9084,88.434,1394.51,1457.5771,231.249,86.66,10351.8
2012-12-01,7.9,0.07,15333.647,98.1884,88.47,1422.29,1474.5892,231.221,88.25,10474.4
2013-01-01,8.0,0.07,14568.746,98.1736,88.864,1480.4,1485.1014,231.679,94.69,10497.6
2013-02-01,7.7,0.1,14539.752,98.6434,88.849,1512.31,1491.2673,232.937,95.32,10516.6
2013-03-01,7.5,0.09,14590.576,99.047,88.963,1550.83,1499.186,232.282,93.05,10572.9
2013-04-01,7.6,0.06,14650.083,98.9445,88.983,1570.7,1507.451,231.797,92.07,10600.4
2013-05-01,7.5,0.04,14720.7,99.0383,89.237,1639.84,1510.4217,231.893,94.8,10634.7
2013-06-01,7.5,0.05,14720.82,99.2221,89.219,1618.77,1521.7516,232.445,95.8,10692.3
2013-07-01,7.3,0.04,14690.118,98.8987,89.329,1668.68,1531.8942,232.9,104.61,10731.5
2013-08-01,7.2,0.04,14715.624,99.4897,89.464,1670.09,1533.0979,233.456,106.57,10789.6
2013-09-01,7.2,0.02,14776.266,100.021,89.733,1687.17,1540.0041,233.544,106.29,10850.0
2013-10-01,7.2,0.05,14726.182,99.9037,90.023,1720.03,1549.6383,233.669,100.54,10974.2
2013-11-01,6.9,0.07,14763.876,100.1582,90.393,1783.54,1558.8509,234.1,93.86,10982.9
2013-12-01,6.7,0.07,14797.116,100.374,90.475,1807.78,1574.33,234.719,97.63,11047.8
2014-01-01,6.6,0.04,14872.775,99.9899,90.176,1822.36,1586.7954,235.288,94.62,11117.6
2014-02-01,6.7,0.05,14955.901,100.7471,90.586,1817.04,1619.7096,235.547,100.82,11183.2
2014-03-01,6.7,0.05,15033.859,101.7435,91.104,1863.52,1633.3176,236.028,100.8,11219.1
2014-04-01,6.2,0.03,15078.809,101.8273,91.253,1864.26,1651.1911,236.468,102.07,11264.0
2014-05-01,6.3,0.03,15120.855,102.2392,91.451,1889.77,1663.6926,236.918,102.18,11328.5
2014-06-01,6.1,0.04,15177.06,102.5774,91.772,1947.09,1676.8043,237.231,105.79,11383.7
2014-07-01,6.2,0.03,15218.177,102.7954,91.971,1973.1,1694.9147,237.498,103.59,11438.4
2014-08-01,6.1,0.03,15295.125,102.6322,92.596,1961.53,1711.7561,237.46,96.54,11462.5
2014-09-01,5.9,0.02,15348.309,102.9417,92.623,1993.23,1725.7351,237.477,93.21,11503.7
2014-10-01,5.7,0.02,15426.259,102.9611,93.217,1937.27,1730.8096,237.43,84.4,11577.5
2014-11-01,5.8,0.02,15514.307,103.5978,93.454,2044.57,1751.6656,236.983,75.79,11618.2
2014-12-01,5.6,0.03,15620.73,103.6151,93.713,2054.27,1773.178,236.252,59.29,11701.9
2015-01-01,5.7,0.03,15758.015,102.7923,93.936,2028.18,1791.5773,234.747,47.22,11788.8
2015-02-01,5.5,0.02,15815.476,102.1366,94.158,2082.2,1807.9304,235.342,50.58,11905.6
2015-03-01,5.4,0.03,15786.489,101.7869,94.441,2079.99,1833.4502,235.976,47.82,11903.7
2015-04-01,5.4,0.02,15833.624,101.2255,94.614,2094.86,1847.9368,236.222,54.45,11937.6
2015-05-01,5.6,0.02,15866.779,100.7675,94.899,2111.94,1863.5293,237.001,59.27,11965.0
2015-06-01,5.3,0.02,15873.338,100.4588,94.966,2099.29,1880.1555,237.657,59.82,12005.6
2015-07-01,5.2,0.03,15899.39,101.0893,95.319,2094.14,1889.5042,238.034,50.9,12049.2
2015-08-01,5.1,0.07,15930.975,100.9165,95.554,2039.87,1903.4103,238.033,42.87,12093.7
2015-09-01,5.0,0.02,15973.484,100.633,95.61,1945.41,1915.348,237.498,45.48,12154.8
2015-10-01,5.0,0.02,16012.028,100.1563,95.676,2071.18,1930.1677,237.733,46.22,12206.1
2015-11-01,5.1,0.12,16009.52,99.4366,95.835,2080.62,1946.3666,238.017,42.44,12297.5
2015-12-01,5.0,0.23,16077.429,98.9471,96.138,2054.08,1952.8521,237.761,37.19,12368.7
2016-01-01,4.8,0.26,16098.568,99.4391,96.299,1918.6,1963.8478,237.652,31.68,12506.0
2016-02-01,4.9,0.31,16107.427,98.9232,96.941,1903.03,1987.1478,237.336,30.32,12578.2
2016-03-01,5.0,0.29,16106.421,98.1635,96.58,2021.95,2017.6235,238.08,37.55,12629.0
2016-04-01,5.1,0.23,16081.685,98.4775,96.836,2075.54,2033.446,238.992,40.75,12708.0
2016-05-01,4.8,0.27,16074.046,98.2549,96.995,2065.55,2048.1212,239.557,46.71,12775.0
2016-06-01,4.9,0.27,16090.905,98.7315,97.426,2083.89,2050.7824,240.222,48.76,12835.4
2016-07-01,4.8,0.3,16159.383,98.8452,97.604,2148.9,2057.7702,240.101,44.65,12889.7
2016-08-01,4.9,0.3,16177.334,98.7427,97.709,2177.48,2051.3597,240.545,44.72,12973.9
2016-09-01,5.0,0.29,16215.456,98.6552,97.97,2157.69,2070.3166,241.176,45.18,13034.2
2016-10-01,4.9,0.33,16243.304,98.7237,97.925,2143.02,2086.261,241.741,49.78,13107.5
2016-11-01,4.7,0.45,16286.542,98.3443,98.09,2164.99,2089.4401,242.026,45.66,13181.0
2016-12-01,4.7,0.51,16334.247,99.0406,98.78,2246.63,2083.6422,242.637,51.97,13226.1
2017-01-01,4.7,0.51,16383.236,98.8158,98.839,2275.12,2082.1871,243.618,52.5,13300.7
2017-02-01,4.6,0.52,16431.536,98.4356,98.892,2329.91,2082.5725,244.006,53.47,13367.3
2017-03-01,4.4,0.74,16491.77,99.0492,99.331,2345.96,2064.8393,243.892,49.33,13428.7
2017-04-01,4.4,0.8,16521.43,100.0416,99.364,2359.31,2067.5158,244.193,51.06,13484.7
2017-05-01,4.4,0.89,16626.085,100.128,99.427,2395.35,2071.7385,244.004,48.48,13536.7
2017-06-01,4.3,0.98,16642.946,100.337,99.745,2433.99,2072.9162,244.163,45.18,13558.5
2017-07-01,4.3,1.07,16698.803,100.0865,99.996,2454.1,2076.081,244.243,46.63,13615.4
2017-08-01,4.4,1.01,16729.216,99.6323,100.008,2456.22,2084.0958,245.183,48.04,13674.6
2017-09-01,4.3,1.03,16774.796,99.7482,100.555,2492.84,2102.9052,246.435,49.82,13723.0
2017-10-01,4.2,1.07,16841.324,100.9893,100.65,2557.0,2112.9422,246.626,51.58,13782.3
2017-11-01,4.2,1.23,16883.564,101.2493,101.202,2593.61,2106.2299,247.284,56.64,13814.9
2017-12-01,4.1,1.32,16919.258,101.4871,101.992,2664.34,2105.3574,247.805,57.88,13873.8
2018-01-01,4.0,1.41,16938.615,101.4852,101.886,2789.8,2109.5759,248.859,63.7,13883.2
2018-02-01,4.1,1.57,16963.881,101.7319,101.931,2705.16,2112.0245,249.529,62.23,13919.3
2018-03-01,4.0,1.7,17008.963,102.1943,102.226,2702.77,2123.2264,249.577,62.73,13976.0
2018-04-01,4.0,1.76,17028.008,103.3551,102.318,2653.63,2167.1125,250.227,66.25,13993.9
2018-05-01,3.8,1.86,17072.967,102.381,102.633,2701.49,2173.6766,250.792,69.98,14049.6
2018-06-01,4.0,1.9,17140.662,103.2256,102.732,2754.35,2191.1233,251.018,67.87,14109.9
2018-07-01,3.8,1.96,17219.586,103.3561,102.95,2793.64,2204.0928,251.214,70.98,14144.2
2018-08-01,3.8,2.03,17282.357,104.0585,103.167,2857.82,2209.5556,251.663,68.06,14193.9
2018-09-01,3.7,2.13,17275.742,104.1038,102.983,2901.5,2225.8849,252.182,70.23,14229.3
2018-10-01,3.8,2.25,17300.819,103.9297,103.284,2785.46,2250.5491,252.772,70.75,14241.4
2018-11-01,3.8,2.33,17339.645,104.0126,103.835,2723.23,2274.048,252.594,56.96,14260.8
2018-12-01,3.9,2.37,17538.653,104.0451,102.947,2567.31,2303.6527,252.767,49.52,14382.6
2019-01-01,4.0,2.37,17612.196,103.3598,103.243,2607.39,2325.3631,252.561,51.38,14446.1
2019-02-01,3.8,2.39,17652.296,102.8251,103.294,2754.86,2332.0383,253.319,54.95,14481.2
2019-03-01,3.8,2.4,17683.871,102.8361,104.019,2803.98,2337.5318,254.277,58.15,14526.2
2019-04-01,3.7,2.38,17673.034,102.2748,104.028,2903.8,2329.449,255.233,63.86,14554.5
2019-05-01,3.6,2.35,17679.59,102.4176,104.413,2854.71,2334.1018,255.296,60.83,14652.4
2019-06-01,3.6,2.17,17707.372,102.5425,104.766,2890.17,2338.7658,255.213,54.66,14771.4
2019-07-01,3.7,2.1,17701.297,102.0057,105.261,2996.11,2345.4666,255.802,57.35,14853.5
2019-08-01,3.6,1.95,17779.85,102.7814,105.665,2897.5,2363.8488,256.036,54.81,14934.7
2019-09-01,3.5,1.89,17812.342,102.4601,105.836,2982.16,2370.4403,256.43,56.95,15031.4
2019-10-01,3.6,1.65,17847.211,101.5878,105.843,2977.68,2370.4462,257.155,53.96,15167.3
2019-11-01,3.6,1.54,17908.82,102.1494,106.412,3104.9,2368.866,257.879,57.03,15276.9
