date,method,MAE_12m,RMSE_12m,Bias_12m
1996-03-01,AR(1),0.4116564821175117,0.5065807972024264,-0.3833718253228786
1996-04-01,AR(1),0.4121460292952137,0.5067476098201048,-0.4121460292952137
1996-05-01,AR(1),0.4267919182692756,0.5131098956164365,-0.4267919182692756
1996-06-01,AR(1),0.42204021389655527,0.5127538842829215,-0.42204021389655527
1996-07-01,AR(1),0.4173241025472419,0.5120899971731953,-0.4173241025472419
1996-08-01,AR(1),0.4357124875655504,0.5231673420868003,-0.3653533312791019
1996-09-01,AR(1),0.43732087991569996,0.5238193135611725,-0.32998647186679164
1996-10-01,AR(1),0.4191718884950066,0.5157732425815558,-0.2915792159541741
1996-11-01,AR(1),0.38407465862603135,0.48561433107442625,-0.21987184918340805
1996-12-01,AR(1),0.3460160963135479,0.4435093817281576,-0.13421283561994776
1997-01-01,AR(1),0.31900620325768103,0.41313266370193186,-0.0539275187744507
1997-02-01,AR(1),0.27753378816650826,0.34359595269515153,0.05180625429150204
1997-03-01,AR(1),0.2416978135887947,0.27388090884873806,0.15190916992293876
1997-04-01,AR(1),0.2593885462108965,0.2915109995277562,0.19886365369507764
1997-05-01,AR(1),0.2935611529845776,0.34660834999953155,0.28460163889029505
1997-06-01,AR(1),0.3028944677143871,0.3483788919451371,0.29558830421361665
1997-07-01,AR(1),0.33987069215886684,0.3755217683971658,0.33987069215886684
1997-08-01,AR(1),0.3110710981907275,0.35588455473229513,0.2983111298405578
1997-09-01,AR(1),0.2972019253705657,0.350440108823804,0.28444195702039604
1997-10-01,AR(1),0.31381925780348535,0.36077909931922236,0.3010592894533156
1997-11-01,AR(1),0.35271716940880987,0.4067023767590169,0.33995720105864025
1997-12-01,AR(1),0.37776988903168074,0.4327224716799599,0.3650099206815111
1998-01-01,AR(1),0.3944920420910856,0.44865895714127674,0.38173207374091594
1998-02-01,AR(1),0.3973639578046786,0.4512299558611162,0.38460398945450885
1998-03-01,AR(1),0.3918759257345728,0.44692002261685454,0.3791159573844031
1998-04-01,AR(1),0.400192975671726,0.45499393003327276,0.38743300732155633
1998-05-01,AR(1),0.34478396758603364,0.4051318933039317,0.332023999235864
1998-06-01,AR(1),0.36119533876255544,0.4139632749872488,0.34843537041238576
1998-07-01,AR(1),0.3223360392086034,0.3893511292622149,0.30957607085843364
1998-08-01,AR(1),0.32582373876781073,0.39022340481861173,0.32582373876781073
1998-09-01,AR(1),0.33104982235401875,0.39138385657267144,0.33104982235401875
1998-10-01,AR(1),0.3137489222859928,0.3816640761215125,0.2948577930642813
1998-11-01,AR(1),0.2825552809474812,0.3384067438458192,0.21164547429035288
1998-12-01,AR(1),0.2459045236717791,0.29608532868566845,0.15059034106933653
1999-01-01,AR(1),0.21480916532250569,0.25867084231485254,0.09496596951016996
1999-02-01,AR(1),0.1949413383955355,0.2344294336919738,0.04482860703517435
1999-03-01,AR(1),0.1836130215606149,0.22192966739902867,0.03350029020025373
1999-04-01,AR(1),0.18588430864806396,0.22700217212717616,-0.050050313155742356
1999-05-01,AR(1),0.19107147341968142,0.22895161619257579,-0.0643300537248737
1999-06-01,AR(1),0.17427225439728514,0.2123495535115838,-0.10067355710865211
1999-07-01,AR(1),0.1768393345804159,0.2127920620227503,-0.10678065057360851
1999-08-01,AR(1),0.17639609210727725,0.21255081413523927,-0.10722389304674719
1999-09-01,AR(1),0.1842878894110671,0.21860878361182823,-0.0993320957429573
1999-10-01,AR(1),0.1980027042736827,0.23055588066820423,-0.0667261516586302
1999-11-01,AR(1),0.18680616904687242,0.21833738908263273,-0.025904009450023625
1999-12-01,AR(1),0.1922944942713671,0.2228002375710661,0.003988691719785269
2000-01-01,AR(1),0.18936606836973166,0.22109020156794607,0.025589279028042967
2000-02-01,AR(1),0.1889900254409492,0.22078492337830066,0.05548277164728597
2000-03-01,AR(1),0.18359516914264465,0.2170530534307948,0.030243384701920034
2000-04-01,AR(1),0.18292088394167527,0.21546011872798093,0.11539098994439578
2000-05-01,AR(1),0.17960406069710919,0.21396321915202252,0.1315410720405785
2000-06-01,AR(1),0.18456802354910348,0.21734800549973476,0.15604931925395496
2000-07-01,AR(1),0.1949532437572671,0.22274511783984885,0.17510871311020573
2000-08-01,AR(1),0.1929015772383517,0.22181487797996413,0.15831149710681405
2000-09-01,AR(1),0.17901456417587347,0.21355260907940535,0.1444244840443358
2000-10-01,AR(1),0.1603663680811396,0.1985250520777649,0.11675192119212702
2000-11-01,AR(1),0.14644136554880016,0.1918036100334504,0.10282691865978756
2000-12-01,AR(1),0.1416399644883787,0.18715427934140114,0.07224729332590536
2001-01-01,AR(1),0.16479381211066907,0.2159812972279012,0.030421284296992774
2001-02-01,AR(1),0.17421178559848294,0.22593856277980665,-0.008514138881281644
2001-03-01,AR(1),0.19973766686560304,0.2548444057101222,-0.034040020148401746
2001-04-01,AR(1),0.23421045312731695,0.3378616810364761,-0.15298612645162202
2001-05-01,AR(1),0.26327048481685233,0.3588308232597236,-0.19487941699277403
2001-06-01,AR(1),0.30609113211982214,0.40731693200255553,-0.2671722743611146
2001-07-01,AR(1),0.35727865017457333,0.4641501779808868,-0.34780440648028027
2001-08-01,AR(1),0.421704018171871,0.5259684150603081,-0.41222977447757786
2001-09-01,AR(1),0.5254434381174226,0.6444912817383336,-0.5236678362003051
2001-10-01,AR(1),0.6481426109236432,0.7805878838155222,-0.6463670090065258
2001-11-01,AR(1),0.7911455755230049,0.926154746803807,-0.7911455755230049
2001-12-01,AR(1),0.9334376623270848,1.0699268753254276,-0.9334376623270847
2002-01-01,AR(1),1.0149855500212126,1.1349589662287338,-1.0149855500212126
2002-02-01,AR(1),1.1102217509219028,1.20508546923296,-1.1102217509219026
2002-03-01,AR(1),1.1750766131591945,1.2481508153885639,-1.1750766131591945
2002-04-01,AR(1),1.1907507958056482,1.260827191528047,-1.1907507958056482
2002-05-01,AR(1),1.2638892505577712,1.3100187043812108,-1.2638892505577715
2002-06-01,AR(1),1.2874691612686135,1.3249126560039122,-1.2874691612686135
2002-07-01,AR(1),1.2888999586357717,1.3257757724115773,-1.288899958635772
2002-08-01,AR(1),1.2401430602069279,1.3046809979362668,-1.2401430602069279
2002-09-01,AR(1),1.134519313489288,1.2503338733903038,-1.130589325256289
2002-10-01,AR(1),1.0513832407373132,1.1800227169654736,-0.9593026856383479
2002-11-01,AR(1),0.9633921238508606,1.086966527662912,-0.7595122714089596
2002-12-01,AR(1),0.8846057440981823,0.9810992809030737,-0.5279362532800175
2003-01-01,AR(1),0.84606619415332,0.9353609866579158,-0.33840017118542115
2003-02-01,AR(1),0.7940502741231511,0.8708014256935896,-0.15159029274812166
2003-03-01,AR(1),0.7555404214509713,0.8266725650479843,0.010505872235584301
2003-04-01,AR(1),0.7392984129069905,0.8065613847266846,0.17903112154944467
2003-05-01,AR(1),0.6903830068994581,0.7427940568432898,0.3473459472768461
2003-06-01,AR(1),0.6408355113087092,0.6962180835086302,0.460071777779092
2003-07-01,AR(1),0.6078306051499142,0.6666706860035839,0.5617481165285302
2003-08-01,AR(1),0.5966253839459009,0.6631441122558891,0.5966253839459008
2003-09-01,AR(1),0.6010111860479277,0.6634740164832589,0.6010111860479277
2003-10-01,AR(1),0.5587149359793807,0.6456966646565516,0.5551568692505083
2003-11-01,AR(1),0.5343917219923576,0.625613130311413,0.5308336552634852
2003-12-01,AR(1),0.5008035027432186,0.58595787221663,0.4972454360143463
2004-01-01,AR(1),0.4405751517878289,0.5270150031469465,0.4370170850589566
2004-02-01,AR(1),0.41055092523162123,0.48989514343180945,0.40699285850274897
2004-03-01,AR(1),0.3694723984337039,0.44645903755997807,0.3659143317048315
2004-04-01,AR(1),0.33361957706560913,0.3863073438021693,0.33006151033673675
2004-05-01,AR(1),0.33341001078479443,0.3859191959256946,0.32985194405592216
2004-06-01,AR(1),0.38889186097754863,0.47742587398413705,0.3853337942486763
2004-07-01,AR(1),0.43619281251644787,0.5419988142129669,0.4326347457875756
2004-08-01,AR(1),0.5060150127168253,0.609998690569464,0.502456945987953
2004-09-01,AR(1),0.5813439028432017,0.6720664141898254,0.5777858361143294
2004-10-01,AR(1),0.6391506349684049,0.7030226503842277,0.6391506349684049
2004-11-01,AR(1),0.6371381409165017,0.7019717310927738,0.6371381409165018
2004-12-01,AR(1),0.6047151182415248,0.6870729767607769,0.6047151182415248
2005-01-01,AR(1),0.6189847091771267,0.692634261870996,0.6189847091771267
2005-02-01,AR(1),0.5836478920657666,0.6804640250846281,0.5836478920657666
2005-03-01,AR(1),0.6091151509904932,0.695323910609513,0.6091151509904932
2005-04-01,AR(1),0.5821015231784964,0.6827238495884597,0.5821015231784964
2005-05-01,AR(1),0.5387564093139402,0.6532770257815009,0.5387564093139402
2005-06-01,AR(1),0.4652069813225512,0.5813678075745491,0.4652069813225512
2005-07-01,AR(1),0.3887011746370403,0.50826163547593,0.3887011746370403
2005-08-01,AR(1),0.3121167174284633,0.422636986220742,0.3121167174284633
2005-09-01,AR(1),0.2337533955871638,0.3141578384621025,0.2271206665799573
2005-10-01,AR(1),0.19008785673169445,0.24316872634519637,0.18345512772448794
2005-11-01,AR(1),0.17351981819156923,0.2250987163401863,0.16688708918436268
2005-12-01,AR(1),0.18986716463159614,0.24072830195322376,0.1832344356243896
2006-01-01,AR(1),0.1899477515869544,0.2408470993491708,0.18331502257974788
2006-02-01,AR(1),0.22835142348045445,0.2785353246025556,0.22171869447324796
2006-03-01,AR(1),0.19258843872720524,0.23084923217624784,0.18595570971999872
2006-04-01,AR(1),0.20057570488486362,0.2379111196671585,0.1939429758776571
2006-05-01,AR(1),0.2002413776758781,0.2376415300660009,0.19360864866867158
2006-06-01,AR(1),0.18871944967285548,0.23308256033134642,0.182086720665649
2006-07-01,AR(1),0.18451618483573418,0.23242610936832145,0.17602826320535045
2006-08-01,AR(1),0.18873786168619597,0.23398684194294814,0.1616590541579306
2006-09-01,AR(1),0.2065238981382372,0.24487057567886447,0.1860778196171783
2006-10-01,AR(1),0.21458659778320058,0.25263080666304855,0.1941405192621417
2006-11-01,AR(1),0.22263835004004143,0.2590591590045492,0.20219227151898259
2006-12-01,AR(1),0.2115025229487022,0.24790245045098425,0.19105644442764333
2007-01-01,AR(1),0.20509875412870437,0.23957336773361562,0.13822002722676632
2007-02-01,AR(1),0.17125172910647038,0.1956849561212165,0.09118783739000512
2007-03-01,AR(1),0.16201549755244027,0.1923713700089908,0.0795862618853889
2007-04-01,AR(1),0.15030243263130183,0.18076486178538512,0.04877445208151419
2007-05-01,AR(1),0.14407432629162029,0.17543690969403938,0.023381153410039508
2007-06-01,AR(1),0.16292129460011998,0.1895919547127216,0.0005348617933575717
2007-07-01,AR(1),0.17744472811257142,0.19697613039214656,-0.013988571719093896
2007-08-01,AR(1),0.16987603626977554,0.19441839640695177,-0.006419879876297975
2007-09-01,AR(1),0.1917431985820058,0.23369077294048202,-0.0704918440998172
2007-10-01,AR(1),0.2245372162235354,0.2939262911926,-0.1512517142996136
2007-11-01,AR(1),0.2465264134011718,0.32140732207456335,-0.2153362201757648
2007-12-01,AR(1),0.307333924364903,0.4128346927725085,-0.307333924364903
2008-01-01,AR(1),0.3222330258477423,0.4259083694184085,-0.3222330258477424
2008-02-01,AR(1),0.3645378242124259,0.4577858009848823,-0.364537824212426
2008-03-01,AR(1),0.4372702874251313,0.5245116028704013,-0.43727028742513135
2008-04-01,AR(1),0.47959379901596805,0.5534507101370573,-0.47959379901596805
2008-05-01,AR(1),0.563562427371277,0.6404902451036028,-0.563562427371277
2008-06-01,AR(1),0.6255123364172958,0.698051554517972,-0.6255123364172958
2008-07-01,AR(1),0.7011921211290758,0.7642441136109727,-0.7011921211290758
2008-08-01,AR(1),0.8293091689738569,0.8867616538103865,-0.8293091689738566
2008-09-01,AR(1),0.8917275984967871,0.9473484989976214,-0.8917275984967871
2008-10-01,AR(1),0.9682779712967099,1.0354225238173747,-0.9682779712967099
2008-11-01,AR(1),1.0889397220643928,1.1710851994942741,-1.0889397220643928
2008-12-01,AR(1),1.171328671559927,1.2664791140436873,-1.171328671559927
2009-01-01,AR(1),1.3444684851392148,1.456736500386302,-1.3444684851392148
2009-02-01,AR(1),1.5568038608040988,1.7065463432993746,-1.5568038608040988
2009-03-01,AR(1),1.7445392326310014,1.9152730638642639,-1.7445392326310014
2009-04-01,AR(1),1.9984697152092945,2.181322934449174,-1.9984697152092943
2009-05-01,AR(1),2.1835086269545485,2.3631541069808644,-2.1835086269545485
2009-06-01,AR(1),2.3708756281941565,2.525488901704436,-2.370875628194157
2009-07-01,AR(1),2.527599118363725,2.648701071217481,-2.527599118363725
2009-08-01,AR(1),2.6062912500952473,2.7083484324923317,-2.6062912500952473
2009-09-01,AR(1),2.7316454700983264,2.8001384445541597,-2.7316454700983264
2009-10-01,AR(1),2.789034632086907,2.839706768502329,-2.789034632086907
2009-11-01,AR(1),2.764297353683599,2.8238432564168523,-2.764297353683599
2009-12-01,AR(1),2.6898438907239015,2.7851155457296084,-2.6898438907239015
2010-01-01,AR(1),2.4797333893962743,2.6872549218159087,-2.4797333893962743
2010-02-01,AR(1),2.3025336939518035,2.5469917633305683,-2.1344675719670825
2010-03-01,AR(1),2.166722957057041,2.4198477145363033,-1.7469772948320426
2010-04-01,AR(1),2.045731277913829,2.2678930510667525,-1.2563622407542596
2010-05-01,AR(1),2.01209674207421,2.220817029145575,-0.7328165040609588
2010-06-01,AR(1),2.005149176918434,2.2107826690373598,-0.19943698872029936
2010-07-01,AR(1),2.0055786904264443,2.2113609352666836,0.2967011341984873
2010-08-01,AR(1),2.030754330217022,2.2413664473869557,0.7389486353539613
2010-09-01,AR(1),2.0673005591663345,2.289571413903895,1.2369792898910428
2010-10-01,AR(1),2.1542033103048066,2.3938532113990503,1.7053149984478477
2010-11-01,AR(1),2.2217549269257275,2.45164869801162,2.0507892628513065
2010-12-01,AR(1),2.3505826885090095,2.543718253551913,2.3482932126591307
2011-01-01,AR(1),2.5312781165617513,2.6205489844510983,2.5312781165617513
2011-02-01,AR(1),2.606106913517389,2.661838348728001,2.6061069135173893
2011-03-01,AR(1),2.629288347951091,2.676162075568756,2.629288347951091
2011-04-01,AR(1),2.567265626163089,2.6330409601693368,2.567265626163089
2011-05-01,AR(1),2.3873248408834002,2.502716295952698,2.3873248408834002
2011-06-01,AR(1),2.1466963528022864,2.3320204540986897,2.1466963528022864
2011-07-01,AR(1),1.9293233574139375,2.170264245042025,1.9293233574139375
2011-08-01,AR(1),1.7348459792847146,2.0181837323243537,1.7348459792847144
2011-09-01,AR(1),1.495151393197329,1.7957965627498083,1.495151393197329
2011-10-01,AR(1),1.2359256042617626,1.5179182709990369,1.2359256042617626
2011-11-01,AR(1),1.1269494979700065,1.3807483299290075,1.1269494979700065
2011-12-01,AR(1),0.948961415358411,1.1730470897702672,0.9489614153584109
2012-01-01,AR(1),0.796405442535959,0.9947562972356783,0.7964054425359589
2012-02-01,AR(1),0.6525684582747616,0.8303035432378987,0.6525684582747616
2012-03-01,AR(1),0.5209424262881908,0.6531058454622952,0.5209424262881907
2012-04-01,AR(1),0.4297266238093762,0.507527398156752,0.4297266238093762
2012-05-01,AR(1),0.39965563521950404,0.47065252340758235,0.39965563521950404
2012-06-01,AR(1),0.43780138692180043,0.5095623400250794,0.4378013869218003
2012-07-01,AR(1),0.45346646638948757,0.5236600107433887,0.45346646638948745
2012-08-01,AR(1),0.4632984543395801,0.5335145970345295,0.46329845433958
2012-09-01,AR(1),0.5097394873499911,0.5841872573818355,0.509739487349991
2012-10-01,AR(1),0.5428475620619702,0.6074897538256697,0.5428475620619702
2012-11-01,AR(1),0.45310921431386436,0.505581239111331,0.45310921431386425
2012-12-01,AR(1),0.4244427664866679,0.49119390162214377,0.4244427664866679
2013-01-01,AR(1),0.41370441542462216,0.4848794287996702,0.37661273123825456
2013-02-01,AR(1),0.4109446151711624,0.48394657022996407,0.3738529309847947
2013-03-01,AR(1),0.40824035850736107,0.4828696041527131,0.37114867432099347
2013-04-01,AR(1),0.37708142928269256,0.47032195151644485,0.33998974509632496
2013-05-01,AR(1),0.3567153362017775,0.4572745451742847,0.3196236520154099
2013-06-01,AR(1),0.3046139630107665,0.4071017114645946,0.2675222788243989
2013-07-01,AR(1),0.2891704251541118,0.3890124892203124,0.25207874096774413
2013-08-01,AR(1),0.2652882519073802,0.36062674154478075,0.22819656772101257
2013-09-01,AR(1),0.20895893269808977,0.2608438538990278,0.13645610959785773
2013-10-01,AR(1),0.16330214044571248,0.1913650236419958,0.07910987060213305
2013-11-01,AR(1),0.17217986764335638,0.19806041706204539,0.08798759779977698
2013-12-01,AR(1),0.2332747854385332,0.30588626926158535,0.14908251559495378
2014-01-01,AR(1),0.3164349190471234,0.46213450048316607,0.2693343333899116
2014-02-01,AR(1),0.3551114712106605,0.49285261776960554,0.3080108855534487
2014-03-01,AR(1),0.3688190939792681,0.4999915506344804,0.32171850832205623
2014-04-01,AR(1),0.452607318878324,0.5788524342138451,0.4055067332211122
2014-05-01,AR(1),0.49968794788814863,0.6149317529688471,0.4525873622309368
2014-06-01,AR(1),0.5693374089065019,0.6714034142009515,0.5222368232492901
2014-07-01,AR(1),0.5796986105145036,0.6780947186734158,0.5325980248572918
2014-08-01,AR(1),0.5959446366364045,0.6876038167011855,0.5488440509791926
2014-09-01,AR(1),0.6539171436858043,0.7333234058918926,0.642227696942457
2014-10-01,AR(1),0.7403823099127514,0.7997541351852477,0.7403823099127514
2014-11-01,AR(1),0.7709474855600686,0.8142791351207748,0.7709474855600686
2014-12-01,AR(1),0.7268805740460896,0.7841252847912202,0.7268805740460896
2015-01-01,AR(1),0.6304464536277978,0.7007543833791366,0.6199027430608332
2015-02-01,AR(1),0.6231753763689184,0.6948392020527784,0.6126316658019538
2015-03-01,AR(1),0.6585239969644028,0.7224182974572511,0.6479802863974383
2015-04-01,AR(1),0.5878270729717187,0.662567989872446,0.55027229264041
2015-05-01,AR(1),0.5360882728228564,0.6281369833351981,0.4786943678168926
2015-06-01,AR(1),0.47150670118589205,0.5685707310673305,0.38671328637192426
2015-07-01,AR(1),0.45090220376426066,0.5548408079843662,0.3661087889502929
2015-08-01,AR(1),0.430275688407352,0.5407812743285354,0.34548227359338407
2015-09-01,AR(1),0.35503366027741917,0.47299113433367274,0.2702402454634514
2015-10-01,AR(1),0.29117171690661564,0.3621859360614504,0.14948240963701323
2015-11-01,AR(1),0.24832863570873354,0.32346531077835194,0.09784271220031711
2015-12-01,AR(1),0.23760451238193114,0.3161508508035873,0.061488172451202756
2016-01-01,AR(1),0.2563070646904861,0.3263665387243948,0.09073443532672221
2016-02-01,AR(1),0.2314985579361076,0.29647771492250563,0.028201845405102417
2016-03-01,AR(1),0.2093779871092909,0.2448017688907636,-0.07717190230320115
2016-04-01,AR(1),0.21611276458463238,0.25031011828242306,-0.08390667977854262
2016-05-01,AR(1),0.23343396009793493,0.2652905753514646,-0.04674635959058493
2016-06-01,AR(1),0.23172097946221348,0.2642935546801301,-0.045033378954863444
2016-07-01,AR(1),0.23463776250614887,0.26723672590652897,-0.08972829924370289
2016-08-01,AR(1),0.25437474811170363,0.293162788295599,-0.15107232047357047
2016-09-01,AR(1),0.3052986407760047,0.34292311282190086,-0.20286830989067017
2016-10-01,AR(1),0.30816870618966374,0.3459113294048064,-0.20573837530432923
2016-11-01,AR(1),0.3101261618662159,0.3462762701081348,-0.20769583098088132
2016-12-01,AR(1),0.3061890794874651,0.3447932045757439,-0.2037587486021306
2017-01-01,AR(1),0.3253516409772513,0.36648965129691646,-0.270870125275991
2017-02-01,AR(1),0.3153987608617658,0.3619362140655343,-0.2609172451605056
2017-03-01,AR(1),0.3014748224685496,0.3455630051168396,-0.19158800667223494
2017-04-01,AR(1),0.3230517922705618,0.36807875328513195,-0.1295304121551957
2017-05-01,AR(1),0.30804098467357827,0.35829055549804417,-0.16900112025947245
2017-06-01,AR(1),0.32376013022123634,0.3685910267287568,-0.12930842617525337
2017-07-01,AR(1),0.3193087767878166,0.3654502446632292,-0.0861480762758982
2017-08-01,AR(1),0.3096623442413606,0.3539559516324796,-0.01471350198693191
2017-09-01,AR(1),0.3173837114177481,0.3681275661225523,0.09572774727085644
2017-10-01,AR(1),0.3393846316996226,0.39731976129884267,0.18036469083568352
2017-11-01,AR(1),0.3523833440638516,0.40233492625750567,0.2060749307918308
2017-12-01,AR(1),0.3769490749037752,0.41755171901994564,0.24839691329656496
2018-01-01,AR(1),0.3871013986208149,0.4313894360803852,0.3448231751772512
2018-02-01,AR(1),0.4032954487330884,0.4389833965479541,0.37883554822579507
2018-03-01,AR(1),0.37615215829486065,0.4283700914010914,0.3505735385689685
2018-04-01,AR(1),0.3407257143301063,0.40374104066152067,0.3023654182146714
2018-05-01,AR(1),0.35612273523309357,0.4127601750889267,0.34222233962495197
2018-06-01,AR(1),0.3373554043294305,0.40263920162620365,0.30557783089673785
2018-07-01,AR(1),0.33148677721790737,0.39975691626642035,0.29970920378521465
2018-08-01,AR(1),0.3223890091158149,0.39249613309651893,0.29061143568312225
2018-09-01,AR(1),0.2735071130023621,0.3367704541896856,0.24172953956966944
2018-10-01,AR(1),0.22669144905407523,0.28250123314780434,0.1819073396712548
2018-11-01,AR(1),0.21239357501773817,0.27498841514011785,0.16760946563491774
2018-12-01,AR(1),0.19636399263355195,0.25658490458254646,0.1167513346744462
2019-01-01,AR(1),0.1829815162876969,0.2255426268548096,0.023555225422575366
2019-02-01,AR(1),0.161225972206503,0.2084272157876276,-0.004895653657048134
2019-03-01,AR(1),0.16659746569721445,0.20942838848837803,-0.010267147147759566
2019-04-01,AR(1),0.16259211844019103,0.20841886420146077,-0.0014908180152403208
2019-05-01,AR(1),0.1524740799487782,0.19482859443227557,-0.046626721837095327
2019-06-01,AR(1),0.1599879440533622,0.20061804323342378,-0.021235679907960266
2019-07-01,AR(1),0.16657448565788938,0.20712314130405218,-0.054793963755376596
2019-08-01,AR(1),0.16231394312360256,0.20221049561033894,-0.09412602675941513
2019-09-01,AR(1),0.16967829791633496,0.2081888069492229,-0.1218892057594178
2019-10-01,AR(1),0.16921647962287867,0.2080217747682671,-0.1214273874659615
