model,horizon,min_train_n,winsor_level,norm_var,refit_every_months,retune_every_months,use_bagging,n_boot,bootstrap_proportion,trained_until,n_forecasts
LightGBM+Bagging,12,36,0.01,True,12,36,True,30,1.0,2023-12-01,741
