periode,m1,m2,n,DM,pval,sig
1993,LinearRegression,Ridge + Bagging,12,0.02756418798828405,0.9780097446507146,
1994,AR(1),AR(p),12,-2.09482983099277,0.03618612228327578,**
1994,AR(1),LightGBM + Bagging,12,-0.6318040670057962,0.5275149157610457,
1994,AR(1),LinearRegression,12,-1.2663822795747275,0.20537625203775667,
1994,AR(1),Ridge + Bagging,12,-2.2136464516159053,0.02685310923148121,**
1994,AR(p),LightGBM + Bagging,12,3.866053871276486,0.0001106105155153081,***
1994,AR(p),LinearRegression,12,2.0365502745357853,0.0416951301581765,**
1994,AR(p),Ridge + Bagging,12,0.9264893129426686,0.3541917484843291,
1994,LightGBM + Bagging,LinearRegression,12,-1.0689469956947306,0.285093553905182,
1994,LightGBM + Bagging,Ridge + Bagging,12,-8.607983541097779,0.0,***
1994,LinearRegression,Ridge + Bagging,12,-4.236123556587922,2.2741167277740004e-05,***
1995,AR(1),AR(p),12,-0.7421117698801313,0.45801961926666035,
1995,AR(1),LightGBM + Bagging,12,-1.3207169207024698,0.18659576998724758,
1995,AR(1),LinearRegression,12,-1.5663299633624854,0.11727138978707319,
1995,AR(1),Ridge + Bagging,12,-1.5613788729218432,0.11843438370827708,
1995,AR(p),LightGBM + Bagging,12,-0.41578919323252156,0.6775642673680449,
1995,AR(p),LinearRegression,12,-1.5791397031517391,0.11430401664845213,
1995,AR(p),Ridge + Bagging,12,-2.0358676235063076,0.04176364970485924,**
1995,LightGBM + Bagging,LinearRegression,12,-1.548990933288614,0.12138389963940477,
1995,LightGBM + Bagging,Ridge + Bagging,12,-1.4062442002365172,0.15965162325355498,
1995,LinearRegression,Ridge + Bagging,12,-0.6507174754517405,0.5152288802223031,
1996,AR(1),AR(p),12,0.8179306819976369,0.4133967694799465,
1996,AR(1),LightGBM + Bagging,12,1.0917142061636536,0.27495873900676315,
1996,AR(1),LinearRegression,12,1.268184096865774,0.20473221487507276,
1996,AR(1),Ridge + Bagging,12,1.2875355534753055,0.1979076857231985,
1996,AR(p),LightGBM + Bagging,12,1.9596372075837671,0.05003820923801139,*
1996,AR(p),LinearRegression,12,3.3295263780699824,0.0008699382352337359,***
1996,AR(p),Ridge + Bagging,12,3.232984150036259,0.0012250435932767978,***
1996,LightGBM + Bagging,LinearRegression,12,2.058388581844415,0.039552846927137564,**
1996,LightGBM + Bagging,Ridge + Bagging,12,2.3502173856011863,0.018762449714045726,**
1996,LinearRegression,Ridge + Bagging,12,1.3655967136497849,0.17206557863659633,
1997,AR(1),AR(p),12,-0.8761092747538534,0.3809706311671932,
1997,AR(1),LightGBM + Bagging,12,1.7441896027129036,0.0811260337347135,*
1997,AR(1),LinearRegression,12,0.17276103902897202,0.862839262834386,
1997,AR(1),Ridge + Bagging,12,1.2267820552542477,0.21990451716601278,
1997,AR(p),LightGBM + Bagging,12,1.620443608077857,0.10513701873907388,
1997,AR(p),LinearRegression,12,0.5531224680549036,0.5801795525361779,
1997,AR(p),Ridge + Bagging,12,1.1996589222408924,0.23027183264205098,
1997,LightGBM + Bagging,LinearRegression,12,-3.7063726702358024,0.00021024886272913434,***
1997,LightGBM + Bagging,Ridge + Bagging,12,-2.443742840929509,0.014535783405355884,**
1997,LinearRegression,Ridge + Bagging,12,1.976153079022367,0.04813744227028094,**
1998,AR(1),AR(p),12,-3.22869191515402,0.0012435778646309181,***
1998,AR(1),LightGBM + Bagging,12,-2.18435583708656,0.0289361107167867,**
1998,AR(1),LinearRegression,12,-3.8884850145791896,0.00010087189712737477,***
1998,AR(1),Ridge + Bagging,12,-2.9201082393445397,0.0034990983086904404,***
1998,AR(p),LightGBM + Bagging,12,-0.40981490672723225,0.6819417303325468,
1998,AR(p),LinearRegression,12,-2.727533794170957,0.006380972106735161,***
1998,AR(p),Ridge + Bagging,12,-1.7384250574367086,0.08213594465185903,*
1998,LightGBM + Bagging,LinearRegression,12,-4.933221885388188,8.088418139706732e-07,***
1998,LightGBM + Bagging,Ridge + Bagging,12,-3.908420963077428,9.290132930139805e-05,***
1998,LinearRegression,Ridge + Bagging,12,4.046866030135281,5.19079293637148e-05,***
1999,AR(1),AR(p),12,-1.6791515529725016,0.09312251111815506,*
1999,AR(1),LightGBM + Bagging,12,3.8379531352806042,0.00012406415196064557,***
1999,AR(1),LinearRegression,12,-1.4425905412588589,0.1491358494619932,
1999,AR(1),Ridge + Bagging,12,-0.8716548245704512,0.38339671210176895,
1999,AR(p),LightGBM + Bagging,12,3.491086993480383,0.00048105958912270097,***
1999,AR(p),LinearRegression,12,-0.9351895921975566,0.3496906012450032,
1999,AR(p),Ridge + Bagging,12,-0.19427945555747303,0.8459570712409055,
1999,LightGBM + Bagging,LinearRegression,12,-2.099402493117205,0.035781435114794924,**
1999,LightGBM + Bagging,Ridge + Bagging,12,-2.042475050810891,0.04110443178285639,**
1999,LinearRegression,Ridge + Bagging,12,2.157716367069169,0.03094989064188214,**
2000,AR(1),AR(p),12,-2.1185045251437,0.03413236208571169,**
2000,AR(1),LightGBM + Bagging,12,1.4852471634446243,0.13747836258856738,
2000,AR(1),LinearRegression,12,0.24493449063426093,0.8065071552636398,
2000,AR(1),Ridge + Bagging,12,1.891565567233724,0.0585488872571478,*
2000,AR(p),LightGBM + Bagging,12,1.7568032378040008,0.07895135302864231,*
2000,AR(p),LinearRegression,12,0.7354587208061466,0.46206017098771435,
2000,AR(p),Ridge + Bagging,12,1.9907170136964063,0.04651200717553872,**
2000,LightGBM + Bagging,LinearRegression,12,-1.2723158024778194,0.20326093612702567,
2000,LightGBM + Bagging,Ridge + Bagging,12,1.8841216548782778,0.059548521705986124,*
2000,LinearRegression,Ridge + Bagging,12,1.838343727360037,0.06601177149939463,*
2001,AR(1),AR(p),12,6.478294750518842,9.276490686715988e-11,***
2001,AR(1),LightGBM + Bagging,12,1.9905268716796063,0.046532926891092785,**
2001,AR(1),LinearRegression,12,1.6703138875954087,0.09485727692474755,*
2001,AR(1),Ridge + Bagging,12,2.296982599629903,0.021619762377001805,**
2001,AR(p),LightGBM + Bagging,12,1.7782264760591566,0.0753666662029513,*
2001,AR(p),LinearRegression,12,1.4386581840155621,0.15024739243589602,
2001,AR(p),Ridge + Bagging,12,2.0516712302857747,0.040201624537145264,**
2001,LightGBM + Bagging,LinearRegression,12,-3.2992117816217252,0.0009695673402401184,***
2001,LightGBM + Bagging,Ridge + Bagging,12,-0.5721823998651869,0.5671984098407812,
2001,LinearRegression,Ridge + Bagging,12,1.36331085693988,0.17278456179202717,
2002,AR(1),AR(p),12,-0.22340763049150686,0.8232182661258034,
2002,AR(1),LightGBM + Bagging,12,-3.0272355932754795,0.0024680152217966267,***
2002,AR(1),LinearRegression,12,-4.3325177347249175,1.474137843171519e-05,***
2002,AR(1),Ridge + Bagging,12,-3.789289759654478,0.00015107861045215998,***
2002,AR(p),LightGBM + Bagging,12,-4.970729341388338,6.670150951570974e-07,***
2002,AR(p),LinearRegression,12,-6.166349235908729,6.988463141510692e-10,***
2002,AR(p),Ridge + Bagging,12,-5.924658843051572,3.1294637992118624e-09,***
2002,LightGBM + Bagging,LinearRegression,12,-3.39439197433707,0.0006878116937480971,***
2002,LightGBM + Bagging,Ridge + Bagging,12,-2.9753527450915467,0.002926518158579583,***
2002,LinearRegression,Ridge + Bagging,12,3.8335251155770487,0.00012631989691436196,***
2003,AR(1),AR(p),12,1.9119877007626227,0.055877771623039196,*
2003,AR(1),LightGBM + Bagging,12,1.537129304067375,0.12426164818606322,
2003,AR(1),LinearRegression,12,2.0363395582425357,0.04171627016601809,**
2003,AR(1),Ridge + Bagging,12,1.889915568969704,0.05876925297197033,*
2003,AR(p),LightGBM + Bagging,12,-3.1347221302694623,0.0017201696559081547,***
2003,AR(p),LinearRegression,12,-0.38755029702601307,0.6983488567186922,
2003,AR(p),Ridge + Bagging,12,-1.0591928247124422,0.2895119721606667,
2003,LightGBM + Bagging,LinearRegression,12,1.402843430018289,0.1606635330091124,
2003,LightGBM + Bagging,Ridge + Bagging,12,2.5840053063974717,0.009766029178909452,***
2003,LinearRegression,Ridge + Bagging,12,0.004038876943679827,0.9967774512049765,
2004,AR(1),AR(p),12,5.490672823591015,4.004054732220652e-08,***
2004,AR(1),LightGBM + Bagging,12,4.327625526660587,1.5072544673699895e-05,***
2004,AR(1),LinearRegression,12,3.614089507093757,0.00030140493203445473,***
2004,AR(1),Ridge + Bagging,12,3.959296187872361,7.517096380293964e-05,***
2004,AR(p),LightGBM + Bagging,12,3.514799808757274,0.000440085603847562,***
2004,AR(p),LinearRegression,12,2.3407721670203747,0.01924390647611518,**
2004,AR(p),Ridge + Bagging,12,2.801443597815509,0.005087453337054404,***
2004,LightGBM + Bagging,LinearRegression,12,-1.637152495466809,0.10159861011145965,
2004,LightGBM + Bagging,Ridge + Bagging,12,-4.1316273416940374,3.602040519901095e-05,***
2004,LinearRegression,Ridge + Bagging,12,-0.1002235585561784,0.9201668431545416,
2005,AR(1),AR(p),12,-2.6959183950154886,0.007019486113932327,***
2005,AR(1),LightGBM + Bagging,12,-2.3003517312455517,0.021428301093348257,**
2005,AR(1),LinearRegression,12,-4.432514921232145,9.314025450901653e-06,***
2005,AR(1),Ridge + Bagging,12,-5.905325789805459,3.519505131777123e-09,***
2005,AR(p),LightGBM + Bagging,12,-0.8483717886864472,0.3962309488215421,
2005,AR(p),LinearRegression,12,-1.1337315773221166,0.2569071597201551,
2005,AR(p),Ridge + Bagging,12,-2.3369905028001647,0.019439677909658837,**
2005,LightGBM + Bagging,LinearRegression,12,-0.5690383730727363,0.5693300989176804,
2005,LightGBM + Bagging,Ridge + Bagging,12,-1.7862099490957646,0.0740652707909697,*
2005,LinearRegression,Ridge + Bagging,12,-1.139944023962103,0.25430962235917143,
2006,AR(1),AR(p),12,-10.326465191642992,0.0,***
2006,AR(1),LightGBM + Bagging,12,0.29640728090766794,0.7669190656689147,
2006,AR(1),LinearRegression,12,-1.600836228277831,0.1094131971914174,
2006,AR(1),Ridge + Bagging,12,-2.2287357562917802,0.025831491687660968,**
2006,AR(p),LightGBM + Bagging,12,3.1548855787362236,0.0016056106122541713,***
2006,AR(p),LinearRegression,12,-0.3594872472854408,0.7192306162956668,
2006,AR(p),Ridge + Bagging,12,-0.9207414667025302,0.35718542120604635,
2006,LightGBM + Bagging,LinearRegression,12,-2.6513572001967005,0.008016900574028263,***
2006,LightGBM + Bagging,Ridge + Bagging,12,-3.8013407207766923,0.0001439152402626931,***
2006,LinearRegression,Ridge + Bagging,12,-6.608421352234285,3.884403909637513e-11,***
2007,AR(1),AR(p),12,2.068124859982471,0.038628283582770484,**
2007,AR(1),LightGBM + Bagging,12,1.8042296200722672,0.07119531772612131,*
2007,AR(1),LinearRegression,12,1.8447191221811783,0.06507840774244356,*
2007,AR(1),Ridge + Bagging,12,1.8348390589126442,0.06652953940852502,*
2007,AR(p),LightGBM + Bagging,12,1.6623168560338104,0.09644925981539476,*
2007,AR(p),LinearRegression,12,1.6995202316739335,0.08922120586206361,*
2007,AR(p),Ridge + Bagging,12,1.7072034341843096,0.08778424695398845,*
2007,LightGBM + Bagging,LinearRegression,12,-1.320829018440809,0.18655838163630944,
2007,LightGBM + Bagging,Ridge + Bagging,12,0.9930948182313099,0.3206637489777453,
2007,LinearRegression,Ridge + Bagging,12,1.6786105501947508,0.09322796906761677,*
2008,AR(1),AR(p),12,0.20172599569646946,0.8401309387391847,
2008,AR(1),LightGBM + Bagging,12,4.051092574694822,5.0979031548603615e-05,***
2008,AR(1),LinearRegression,12,4.752225363441597,2.0118994341622454e-06,***
2008,AR(1),Ridge + Bagging,12,4.472196901508403,7.742009011435513e-06,***
2008,AR(p),LightGBM + Bagging,12,3.1837603925482774,0.0014537529381486447,***
2008,AR(p),LinearRegression,12,3.6279324135897997,0.0002857000224447681,***
2008,AR(p),Ridge + Bagging,12,3.4296141487000167,0.0006044401279776679,***
2008,LightGBM + Bagging,LinearRegression,12,-1.2024321912081755,0.22919612326295447,
2008,LightGBM + Bagging,Ridge + Bagging,12,-1.1078043132467297,0.26794633691755143,
2008,LinearRegression,Ridge + Bagging,12,1.2162433837596693,0.22389222167221234,
2009,AR(1),AR(p),12,-7.980304840902072,1.3322676295501878e-15,***
2009,AR(1),LightGBM + Bagging,12,-0.5910137377551135,0.5545112162772079,
2009,AR(1),LinearRegression,12,0.1804283645327142,0.856816288042509,
2009,AR(1),Ridge + Bagging,12,-0.2904904555834756,0.7714410514857934,
2009,AR(p),LightGBM + Bagging,12,0.5593431375246243,0.5759275604420555,
2009,AR(p),LinearRegression,12,1.1517286059465581,0.24943261349901613,
2009,AR(p),Ridge + Bagging,12,0.7230353079819163,0.46965819226953087,
2009,LightGBM + Bagging,LinearRegression,12,2.9700453004735197,0.0029775583742439604,***
2009,LightGBM + Bagging,Ridge + Bagging,12,1.5611704755992517,0.1184835331657359,
2009,LinearRegression,Ridge + Bagging,12,-4.41481900228516,1.0109453838280658e-05,***
2010,AR(1),AR(p),12,5.2099966746189,1.88844015980294e-07,***
2010,AR(1),LightGBM + Bagging,12,2.9390687956875365,0.00329199993818885,***
2010,AR(1),LinearRegression,12,2.9845457244541325,0.0028399975155504187,***
2010,AR(1),Ridge + Bagging,12,3.1297157714262545,0.001749755151357224,***
2010,AR(p),LightGBM + Bagging,12,0.1294634492165228,0.8969909448107118,
2010,AR(p),LinearRegression,12,0.03766348005602382,0.9699559940177369,
2010,AR(p),Ridge + Bagging,12,0.27795513522662857,0.7810467989985617,
2010,LightGBM + Bagging,LinearRegression,12,-1.401932933181725,0.16093527493107462,
2010,LightGBM + Bagging,Ridge + Bagging,12,1.2216400383405894,0.22184378064572452,
2010,LinearRegression,Ridge + Bagging,12,5.3742664705434375,7.689507031116705e-08,***
2011,AR(1),AR(p),12,1.6337007003125532,0.10232171125704448,
2011,AR(1),LightGBM + Bagging,12,1.0165327679893006,0.30937575160570896,
2011,AR(1),LinearRegression,12,1.203304765408394,0.22885840565489235,
2011,AR(1),Ridge + Bagging,12,1.2155022638525574,0.22417458587209715,
2011,AR(p),LightGBM + Bagging,12,-4.340851053409303,1.4193191283595752e-05,***
2011,AR(p),LinearRegression,12,-2.259699400948312,0.023839913514168032,**
2011,AR(p),Ridge + Bagging,12,-3.0596823270727835,0.0022157187441145254,***
2011,LightGBM + Bagging,LinearRegression,12,4.365124166434582,1.2705056950501614e-05,***
2011,LightGBM + Bagging,Ridge + Bagging,12,4.034075216010102,5.481775812166134e-05,***
2011,LinearRegression,Ridge + Bagging,12,-0.6368348595537078,0.5242324169589028,
2012,AR(1),AR(p),12,-6.360676871192732,2.008666566410966e-10,***
2012,AR(1),LightGBM + Bagging,12,-7.623860233119173,2.4646951146678475e-14,***
2012,AR(1),LinearRegression,12,-7.25246831425321,4.092282068768327e-13,***
2012,AR(1),Ridge + Bagging,12,-8.181391558150265,4.440892098500626e-16,***
2012,AR(p),LightGBM + Bagging,12,-3.7057682222682193,0.00021075096339817634,***
2012,AR(p),LinearRegression,12,-4.122218623048849,3.752408180712763e-05,***
2012,AR(p),Ridge + Bagging,12,-5.074239778930922,3.890482278556817e-07,***
2012,LightGBM + Bagging,LinearRegression,12,-1.6474835427743397,0.09945869615699321,*
2012,LightGBM + Bagging,Ridge + Bagging,12,-2.9582497655430173,0.003093913254048619,***
2012,LinearRegression,Ridge + Bagging,12,-2.976974115920343,0.0029110858636571812,***
2013,AR(1),AR(p),12,-4.264811606204252,2.0007094410967596e-05,***
2013,AR(1),LightGBM + Bagging,12,-18.582310313141967,0.0,***
2013,AR(1),LinearRegression,12,-5.619510842383625,1.9149886121283544e-08,***
2013,AR(1),Ridge + Bagging,12,-10.538557979693854,0.0,***
2013,AR(p),LightGBM + Bagging,12,-3.3981350047349568,0.0006784692974621809,***
2013,AR(p),LinearRegression,12,-3.4186115796428562,0.0006294150540173682,***
2013,AR(p),Ridge + Bagging,12,-5.035449775904179,4.767281160944492e-07,***
2013,LightGBM + Bagging,LinearRegression,12,-3.124368247988101,0.0017818730050551679,***
2013,LightGBM + Bagging,Ridge + Bagging,12,-5.291083555184342,1.2159379503273726e-07,***
2013,LinearRegression,Ridge + Bagging,12,1.196339664159333,0.23156403624766786,
2014,AR(1),AR(p),12,-10.853179472795325,0.0,***
2014,AR(1),LightGBM + Bagging,12,-3.5244994818607607,0.0004242836445333964,***
2014,AR(1),LinearRegression,12,-6.523793305015096,6.855116474469014e-11,***
2014,AR(1),Ridge + Bagging,12,-8.122709968179898,4.440892098500626e-16,***
2014,AR(p),LightGBM + Bagging,12,3.6423456422187446,0.0002701649809870865,***
2014,AR(p),LinearRegression,12,0.2388045518959684,0.8112571404375655,
2014,AR(p),Ridge + Bagging,12,-0.996136035627989,0.319184053047453,
2014,LightGBM + Bagging,LinearRegression,12,-8.25614025786291,0.0,***
2014,LightGBM + Bagging,Ridge + Bagging,12,-11.940085071039418,0.0,***
2014,LinearRegression,Ridge + Bagging,12,-17.664908565807995,0.0,***
2015,AR(1),AR(p),12,-4.520617109696552,6.16596233582456e-06,***
2015,AR(1),LightGBM + Bagging,12,-6.8667400495499855,6.568523502892276e-12,***
2015,AR(1),LinearRegression,12,-12.5463254089638,0.0,***
2015,AR(1),Ridge + Bagging,12,-17.533627304405204,0.0,***
2015,AR(p),LightGBM + Bagging,12,-7.177882875504233,7.078782005009998e-13,***
2015,AR(p),LinearRegression,12,-7.32771703529491,2.34035013590983e-13,***
2015,AR(p),Ridge + Bagging,12,-12.41802001835096,0.0,***
2015,LightGBM + Bagging,LinearRegression,12,2.862697292152103,0.004200516573256152,***
2015,LightGBM + Bagging,Ridge + Bagging,12,1.290998495820189,0.19670419909886716,
2015,LinearRegression,Ridge + Bagging,12,-12.616115201831384,0.0,***
2016,AR(1),AR(p),12,-0.38649219045821337,0.6991321852742733,
2016,AR(1),LightGBM + Bagging,12,-1.5313447729896854,0.1256842055164893,
2016,AR(1),LinearRegression,12,-1.4362988127905003,0.15091733173535848,
2016,AR(1),Ridge + Bagging,12,-1.7720737456548463,0.0763823164388513,*
2016,AR(p),LightGBM + Bagging,12,-2.5519322318257247,0.01071273534856454,**
2016,AR(p),LinearRegression,12,-2.111472507448097,0.03473171856623436,**
2016,AR(p),Ridge + Bagging,12,-2.933187442930044,0.0033550127167223387,***
2016,LightGBM + Bagging,LinearRegression,12,1.027237021815574,0.30430886926410583,
2016,LightGBM + Bagging,Ridge + Bagging,12,-0.1159720403617011,0.9076747008075634,
2016,LinearRegression,Ridge + Bagging,12,-2.5029625914644207,0.012315856080458376,**
2017,AR(1),AR(p),12,-4.871991404609431,1.1047897658933437e-06,***
2017,AR(1),LightGBM + Bagging,12,7.957860141045761,1.7763568394002505e-15,***
2017,AR(1),LinearRegression,12,0.8329429633241545,0.40487689760852397,
2017,AR(1),Ridge + Bagging,12,-0.7886151802452444,0.43033695582135234,
2017,AR(p),LightGBM + Bagging,12,8.237438924453308,2.220446049250313e-16,***
2017,AR(p),LinearRegression,12,4.163361692822484,3.135960111877445e-05,***
2017,AR(p),Ridge + Bagging,12,3.9057586061388814,9.393024409121153e-05,***
2017,LightGBM + Bagging,LinearRegression,12,-7.831894479921723,4.884981308350689e-15,***
2017,LightGBM + Bagging,Ridge + Bagging,12,-11.413031580190214,0.0,***
2017,LinearRegression,Ridge + Bagging,12,-4.691314151215407,2.7145578562759454e-06,***
2018,AR(1),AR(p),12,-5.0240340634780924,5.059725700640172e-07,***
2018,AR(1),LightGBM + Bagging,12,0.9816666337272987,0.3262641084714797,
2018,AR(1),LinearRegression,12,-4.9359811177760315,7.97488233450494e-07,***
2018,AR(1),Ridge + Bagging,12,-8.027615087640768,8.881784197001252e-16,***
2018,AR(p),LightGBM + Bagging,12,2.6680303583059466,0.007629736368223838,***
2018,AR(p),LinearRegression,12,-2.332324995705155,0.01968360054096774,**
2018,AR(p),Ridge + Bagging,12,-4.1033455465763815,4.072183441694577e-05,***
2018,LightGBM + Bagging,LinearRegression,12,-5.309574426125489,1.0988150656032758e-07,***
2018,LightGBM + Bagging,Ridge + Bagging,12,-6.22294940101076,4.878946135988826e-10,***
2018,LinearRegression,Ridge + Bagging,12,-0.009770896109518354,0.9922040768958675,
2019,AR(1),AR(p),12,0.30615186967374114,0.7594890163887746,
2019,AR(1),LightGBM + Bagging,12,-3.534995291003591,0.0004077824253840845,***
2019,AR(1),LinearRegression,12,-3.727326392294498,0.0001935217750208551,***
2019,AR(1),Ridge + Bagging,12,-5.339990807264574,9.295129466124763e-08,***
2019,AR(p),LightGBM + Bagging,12,-3.937561630822864,8.231379438239372e-05,***
2019,AR(p),LinearRegression,12,-3.2929201434279105,0.0009915263223150284,***
2019,AR(p),Ridge + Bagging,12,-6.031595060362767,1.6234917854518471e-09,***
2019,LightGBM + Bagging,LinearRegression,12,-1.396397328863795,0.16259487903041103,
2019,LightGBM + Bagging,Ridge + Bagging,12,-4.844289630946951,1.270654656160275e-06,***
2019,LinearRegression,Ridge + Bagging,12,-0.004489691939893566,0.9964177561531493,
2020,AR(1),AR(p),12,4.837224653024568,1.3166458938673742e-06,***
2020,AR(1),LightGBM + Bagging,12,4.026593250489999,5.659080238729075e-05,***
2020,AR(1),LinearRegression,12,1.6547034633546822,0.09798466420387886,*
2020,AR(1),Ridge + Bagging,12,4.279366532964927,1.874259891287977e-05,***
2020,AR(p),LightGBM + Bagging,12,3.943065410267294,8.044670270379584e-05,***
2020,AR(p),LinearRegression,12,1.3791158571065598,0.1678590355024272,
2020,AR(p),Ridge + Bagging,12,4.034127957383376,5.4805448559847036e-05,***
2020,LightGBM + Bagging,LinearRegression,12,-2.3415966849882506,0.019201451868450015,**
2020,LightGBM + Bagging,Ridge + Bagging,12,-2.657960858606626,0.007861502284192134,***
2020,LinearRegression,Ridge + Bagging,12,1.201818689011726,0.22943378293758254,
2021,AR(1),AR(p),12,-1.1692921154517972,0.24228595873539782,
2021,AR(1),LightGBM + Bagging,12,3.5268138921348946,0.00042059228859336883,***
2021,AR(1),LinearRegression,12,3.496784316878037,0.00047090239344349527,***
2021,AR(1),Ridge + Bagging,12,3.4674242514359723,0.0005254718196974206,***
2021,AR(p),LightGBM + Bagging,12,2.9544514034903555,0.003132254802530987,***
2021,AR(p),LinearRegression,12,2.953177752469994,0.0031452079882998696,***
2021,AR(p),Ridge + Bagging,12,2.902741053271795,0.00369912357991109,***
2021,LightGBM + Bagging,LinearRegression,12,0.3031592985459391,0.7617684653343917,
2021,LightGBM + Bagging,Ridge + Bagging,12,-3.7967410005176463,0.0001466108260079757,***
2021,LinearRegression,Ridge + Bagging,12,-2.387264246259654,0.016974285733240002,**
2022,AR(1),AR(p),12,0.712174263921033,0.47635687163272356,
2022,AR(1),LightGBM + Bagging,12,-0.5143044912348135,0.6070391221506701,
2022,AR(1),LinearRegression,12,0.5258780980734714,0.598972907307975,
2022,AR(1),Ridge + Bagging,12,0.2573070372967816,0.7969417603296864,
2022,AR(p),LightGBM + Bagging,12,-1.0594253839197296,0.28940609435991593,
2022,AR(p),LinearRegression,12,0.42609262823423,0.6700403515903046,
2022,AR(p),Ridge + Bagging,12,0.022732499978061205,0.9818636512955794,
2022,LightGBM + Bagging,LinearRegression,12,3.306629688783067,0.0009442562938268839,***
2022,LightGBM + Bagging,Ridge + Bagging,12,3.2373147007067633,0.0012066027097503706,***
2022,LinearRegression,Ridge + Bagging,12,-3.461177642659289,0.0005378177935688733,***
2023,AR(1),AR(p),12,8.222781441354417,2.220446049250313e-16,***
2023,AR(1),LightGBM + Bagging,12,3.077833011852324,0.0020851172134142004,***
2023,AR(1),LinearRegression,12,4.985174221414453,6.190600507771649e-07,***
2023,AR(1),Ridge + Bagging,12,5.461512068413335,4.7209614884025086e-08,***
2023,AR(p),LightGBM + Bagging,12,0.25803119277430614,0.7963828337860281,
2023,AR(p),LinearRegression,12,1.7496054519175843,0.08018641833628481,*
2023,AR(p),Ridge + Bagging,12,2.0565386483941386,0.0397306249641729,**
2023,LightGBM + Bagging,LinearRegression,12,0.9840955647570284,0.325068527463358,
2023,LightGBM + Bagging,Ridge + Bagging,12,1.1176554132126546,0.2637141923407671,
2023,LinearRegression,Ridge + Bagging,12,1.8284111781466272,0.06748786500519688,*
2024,AR(1),AR(p),12,-0.09459796420099427,0.9246341669178906,
2024,AR(1),LightGBM + Bagging,12,-3.472373354035482,0.0005158783501639785,***
2024,AR(1),LinearRegression,12,2.2338757056921557,0.02549125248460493,**
2024,AR(1),Ridge + Bagging,12,1.5431978442038983,0.12278278022089095,
2024,AR(p),LightGBM + Bagging,12,-3.7068699380647523,0.00020983663658880047,***
2024,AR(p),LinearRegression,12,2.9463644462864558,0.003215333141212806,***
